entity_id,legal_name,dba_name,city,state,zip,phone,email,website,cert_no,shop_size_class,aircraft_worked_on,profile_archetype,airport_icao,airport_distance_band,overall_confidence,outreach_tier,has_phone,has_email,has_website,website_fit_score,website_fit_rationale,erp_fit_score,erp_fit_rationale,corridor_ebis_likelihood,cross_sell_score,data_source,last_updated,is_enterprise,multi_location_group,domain_normalized
BX4R092M,BEEGLES AIRCRAFT SERVICE LLC,,GREELEY,CO,80631,9703539200,info@beeglesair.com,https://www.beeglesaircraft.com,BX4R092M,medium,airframe_class_iii;structural_repairs;powerplant_limited;propellers_limited;landing_gear,general-mro,KGXY,on-airport,0.97,A,yes,yes,yes,15,has site (+5); reachable (+10),60,size=medium (+25); general-mro (+10); reachable (+10); high confidence (+10); on-airport (+5),possible,37.5,colorado-part145-round3,2026-03-09,,,
OMKR399L,STRAIGHT FLIGHT LLC,,ENGLEWOOD,CO,80112,3037998906,,https://www.straightflight.com,OMKR399L,medium,aircraft_under_12500lbs;metal_airframe;composite_airframe;avionics;paint,airframe_restoration_specialist,KAPA,near-airport,0.97,A,yes,no,yes,45,strong site (+5); size=medium (+20); specialty (+10); reachable (+10),60,size=medium (+25); specialty (+15); reachable (+10); high confidence (+10),unknown,52.5,colorado-part145-round3,2026-03-09,,,
VTMR569K,OCR AVIATION,,LONG BEACH,CA,90806,5624265331,bobby@ocraviation.com,,VTMR569K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,43,likely basic site from email domain (+25); reachable (+10); metro city (+8),55,general-mro (+8); reachable (+10); metro city (+7); web presence (+5); CONFIRMED EBIS user (+25),confirmed_ebis,49.0,faa-facility-ca,2026-03-09,no,,ocraviation.com
7OKR809N,CLEMENS AVIATION LLC,,WICHITA,KS,67226,3166480132,alex@clemensaviation.com,,7OKR809N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,43,likely basic site from email domain (+25); reachable (+10); metro city (+8),55,general-mro (+8); reachable (+10); metro city (+7); web presence (+5); CONFIRMED EBIS user (+25),confirmed_ebis,49.0,faa-facility-ks,2026-03-09,no,,clemensaviation.com
ZL6R006Y,ARAPAHOE AERO AVIONICS,,ENGLEWOOD,CO,80112,3037998386,scott@arapahoeaero.com,https://arapahoeaero.com,ZL6R006Y,small,avionics_installation;panel_upgrade;bench_repair;piston_single;piston_twin,specialty,KAPA,on-airport,0.92,A,yes,yes,yes,50,moderate site (+15); size=small (+10); specialty (+10); reachable (+10); on-airport (+5),55,size=small (+15); specialty (+15); reachable (+10); high confidence (+10); on-airport (+5),unknown,52.5,colorado-part145-round3,2026-03-09,,,
4JDR353D,D & J AVIATION INC,,COLORADO SPRINGS,CO,80916,7196591017,jim.schwab@djaviation.aero,,4JDR353D,medium,unknown,general-mro,KCOS,on-airport,0.75,B,yes,yes,no,75,no website (+40); size=medium (+20); reachable (+10); on-airport (+5),55,size=medium (+25); general-mro (+10); reachable (+10); confidence>=0.75 (+5); on-airport (+5),possible,65.0,colorado-part145-round3,2026-03-09,,,djaviation.aero
6DNR881C,DNT AVIONICS,,GRAND JUNCTION,CO,81506,9702438890,dntpins_313@yahoo.com,https://www.dntavionics.com,6DNR881C,small,avionics;piston_fixed_wing;inspection;transponder,specialty,KGJT,on-airport,0.94,A,yes,yes,yes,50,moderate site (+15); size=small (+10); specialty (+10); reachable (+10); on-airport (+5),55,size=small (+15); specialty (+15); reachable (+10); high confidence (+10); on-airport (+5),unknown,52.5,colorado-part145-round3,2026-03-09,,,
ZYJR157B,JETTECH LLC,,BROOMFIELD,CO,80021,3036974262,rob@jettechllc.net,https://www.jettechllc.net,ZYJR157B,small,avionics;stc_kits;garmin_upgrades;citation_focus,specialty,KBJC,on-airport,0.95,A,yes,yes,yes,40,strong site (+5); size=small (+10); specialty (+10); reachable (+10); on-airport (+5),55,size=small (+15); specialty (+15); reachable (+10); high confidence (+10); on-airport (+5),unknown,47.5,colorado-part145-round3,2026-03-09,,,
PMSR554E,PEGASUS AEROSPACE MISSION SYSTEMS,,COLORADO SPRINGS,CO,80916,7196591017,,,PMSR554E,medium,unknown,general-mro,KCOS,on-airport,0.75,B,yes,no,no,75,no website (+40); size=medium (+20); reachable (+10); on-airport (+5),55,size=medium (+25); general-mro (+10); reachable (+10); confidence>=0.75 (+5); on-airport (+5),possible,65.0,colorado-part145-round3,2026-03-09,,,
PE5R116N,PRECISION AIRCRAFT & ENGINE SERVICES INC,DBA MAYO AVIATION LLC,ENGLEWOOD,CO,80112,3037924022,,,PE5R116N,medium,engine-components,specialty,KAPA,near-airport,0.75,B,yes,no,no,80,no website (+40); size=medium (+20); specialty (+10); reachable (+10),55,size=medium (+25); specialty (+15); reachable (+10); confidence>=0.75 (+5),unknown,67.5,colorado-part145-round3,2026-03-09,,,
3FOR298C,AEROFIELD SERVICES LLC,,AURORA,CO,80011,7205423173,,,3FOR298C,medium,unknown,general-mro,KDEN,near-airport,0.75,B,yes,no,no,70,no website (+40); size=medium (+20); reachable (+10),50,size=medium (+25); general-mro (+10); reachable (+10); confidence>=0.75 (+5),possible,60.0,colorado-part145-round3,2026-03-09,,,
VMIR360T,AIRCAM NATIONAL HELICOPTER SERVICES INC,,ENGLEWOOD,CO,80112,,,,VMIR360T,medium,rotorcraft,specialty,KAPA,on-airport,0.85,C,no,no,no,75,no website (+40); size=medium (+20); specialty (+10); on-airport (+5),50,size=medium (+25); specialty (+15); confidence>=0.75 (+5); on-airport (+5),unknown,62.5,colorado-part145-round3,2026-03-09,,,
X1IR595Y,"AVEX AVIATION, LLC",,BROOMFIELD,CO,80021,7203998008,,,X1IR595Y,medium,unknown,general-mro,KBJC,near-airport,0.75,B,yes,no,no,70,no website (+40); size=medium (+20); reachable (+10),50,size=medium (+25); general-mro (+10); reachable (+10); confidence>=0.75 (+5),possible,60.0,colorado-part145-round3,2026-03-09,,,
VW6R328Y,AVIATION WINDOW SERVICES,,BOULDER,CO,80301,3034442171,tim@aviationwindows.com,https://aviationwindows.com,VW6R328Y,small,aircraft_windows;transparency_repair;inspection;prebuy_evaluation,specialty,KBDU,near-airport,0.95,A,yes,yes,yes,35,strong site (+5); size=small (+10); specialty (+10); reachable (+10),50,size=small (+15); specialty (+15); reachable (+10); high confidence (+10),unknown,42.5,colorado-part145-round3,2026-03-09,,,
GM6R566N,DEPOT AVIONICS INC,,ALAMOSA,CO,81101,7195896777,ashleyv@depotavionics.com,https://depotavionics.com,GM6R566N,small,avionics_installation;avionics_repair;single_engine;piston_twin,specialty,KALS,near-airport,0.95,A,yes,yes,yes,35,strong site (+5); size=small (+10); specialty (+10); reachable (+10),50,size=small (+15); specialty (+15); reachable (+10); high confidence (+10),unknown,42.5,colorado-part145-round3,2026-03-09,,,
F42R979Y,FRONT RANGE TRANSPONDER SERVICE,DBA MOUNTAIN AIR AVIATION,BROOMFIELD,CO,80021,3034691380,gb3maa@gmail.com,,F42R979Y,small,transponder;altimeter;encoder;pitot_static,specialty,KBJC,on-airport,0.82,B,yes,yes,no,75,no website (+40); size=small (+10); specialty (+10); reachable (+10); on-airport (+5),50,size=small (+15); specialty (+15); reachable (+10); confidence>=0.75 (+5); on-airport (+5),unknown,62.5,colorado-part145-round3,2026-03-09,,,
X8CR828N,"GOGO BUSINESS AVIATION, LLC.",,BROOMFIELD,CO,80021,3033013200,connect@gogoair.com,,X8CR828N,medium,unknown,general-mro,KBJC,near-airport,0.75,B,yes,yes,no,70,no website (+40); size=medium (+20); reachable (+10),50,size=medium (+25); general-mro (+10); reachable (+10); confidence>=0.75 (+5),possible,60.0,colorado-part145-round3,2026-03-09,,,gogoair.com
IG0R976N,"INTERNATIONAL GOVERNOR SERVICES, LLC",DBA STANDARDAERO COMPONENT SERVICES,BROOMFIELD,CO,80020,,maintenance@securityaviation.biz,,IG0R976N,medium,unknown,component-specialist,KBJC,near-airport,0.75,B,no,yes,no,70,no website (+40); size=medium (+20); reachable (+10),50,size=medium (+25); general-mro (+10); reachable (+10); confidence>=0.75 (+5),possible,60.0,colorado-part145-round3,2026-03-09,,,securityaviation.biz
PTIR407E,POSITECH INTERNATIONAL LLC,,DELTA,CO,81416,9704177531,,,PTIR407E,medium,unknown,general-mro,KAJZ,near-airport,0.75,B,yes,no,no,70,no website (+40); size=medium (+20); reachable (+10),50,size=medium (+25); general-mro (+10); reachable (+10); confidence>=0.75 (+5),possible,60.0,colorado-part145-round3,2026-03-09,,,
R62R296Y,REDLINE AVIATION,,AKRON,CO,80720,7202724356,dan@redlineaviation.aero,,R62R296Y,medium,unknown,general-mro,KAKO,near-airport,0.75,B,yes,yes,no,70,no website (+40); size=medium (+20); reachable (+10),50,size=medium (+25); general-mro (+10); reachable (+10); confidence>=0.75 (+5),possible,60.0,colorado-part145-round3,2026-03-09,,,redlineaviation.aero
W8VR768Y,"UNILODE AVIATION SOLUTIONS US, INC",DBA UNILODE AVIATION SOLUTIONS,DENVER,CO,80249,3033171260,,,W8VR768Y,medium,unknown,general-mro,KDEN,near-airport,0.75,B,yes,no,no,70,no website (+40); size=medium (+20); reachable (+10),50,size=medium (+25); general-mro (+10); reachable (+10); confidence>=0.75 (+5),possible,60.0,colorado-part145-round3,2026-03-09,,,
PLPR528E,PLANE PLACE AVIATION LLC,,CLEBURNE,TX,76033,9728220637,ron.larson@planeplaceaviation.com,,PLPR528E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,35,likely basic site from email domain (+25); reachable (+10),48,general-mro (+8); reachable (+10); web presence (+5); CONFIRMED EBIS user (+25),confirmed_ebis,41.5,faa-facility-tx,2026-03-09,no,,planeplaceaviation.com
8SUR207E,E&E AVIATION,CHANDLER AVIONICS,CHANDLER,AZ,85286,4803099683,eric.d@chandleravionics.com,,8SUR207E,unknown,unknown,avionics,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: avionics (+10); has DBA/brand (+3),47,specialty type: avionics (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-az,2026-03-09,no,,chandleravionics.com
VIJR367K,TURBINEAERO INC,TURBINEAERO REPAIR,CHANDLER,AZ,85226,4808242751,rocky.eller@turbineaero.com,,VIJR367K,unknown,unknown,engine-specialist,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: engine-specialist (+10); has DBA/brand (+3),47,specialty type: engine-specialist (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-az,2026-03-09,no,,turbineaero.com
E27R173O,COPPER STATE TURBINE ENGINE COMPANY,"TAE AEROSPACE, INC.",SCOTTSDALE,AZ,85260,4805006677,scott.pitts@taeaerospace.com,,E27R173O,unknown,unknown,engine-specialist,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: engine-specialist (+10); has DBA/brand (+3),47,specialty type: engine-specialist (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-az,2026-03-09,no,,taeaerospace.com
O7NR639Y,EURAVIA ENGINEERING AND SUPPLY CO. LTD,EURAVIA NORTH AMERICA,GLENDALE,AZ,85301,6239310010 EXT. 114,lindsay.stillwell@magellan.aero,,O7NR639Y,unknown,unknown,engine-specialist,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: engine-specialist (+10); has DBA/brand (+3),47,specialty type: engine-specialist (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-az,2026-03-09,no,,magellan.aero
VOZR168Y,ETI US ACQUISITION LLC.,ESSENTIAL TURBINES,MESA,AZ,85212,6022062358,ajohnson@essentialturbines.com,,VOZR168Y,unknown,unknown,engine-specialist,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: engine-specialist (+10); has DBA/brand (+3),47,specialty type: engine-specialist (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-az,2026-03-09,no,,essentialturbines.com
ZI3R025M,PARKER HANNIFIN CORP.,"GAS TURBINE FUEL
   FUEL SYSTEMS DIVISION",GLENDALE,AZ,85307,6238721800,stephanie.cioffi@parker.com,,ZI3R025M,unknown,unknown,engine-specialist,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: engine-specialist (+10); has DBA/brand (+3),47,specialty type: engine-specialist (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-az,2026-03-09,no,,parker.com
2A6D933B,AIR METHODS LLC,UNITED ROTORCRAFT,MESA,AZ,85212,4124662500,jeremy.bryck@airmethods.com,,2A6D933B,unknown,unknown,helicopter-mro,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: helicopter-mro (+10); has DBA/brand (+3),47,specialty type: helicopter-mro (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-az,2026-03-09,no,,airmethods.com
FA4R173M,INSTRUMENT SERVICES INC,INSTRUMENT SERVICES,TUCSON,AZ,85748,9073607614,nnichol@instservalaska.com,,FA4R173M,unknown,unknown,avionics,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: avionics (+10); has DBA/brand (+3),47,specialty type: avionics (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-az,2026-03-09,no,,instservalaska.com
E5VR306N,"EXECUTIVE AVIONICS, LLC.",EXECUTIVE AUTOPILOTS,SACRAMENTO,CA,95822,9163995969,andrey@execap.com,,E5VR306N,unknown,unknown,avionics,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: avionics (+10); has DBA/brand (+3),47,specialty type: avionics (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-ca,2026-03-09,no,,execap.com
3NTR679B,NEW TECH AIRCRAFT SERVICES INC,"NTAS MAINTENANCE &
   & ENGINEERING",HAWTHORNE,CA,90250,3104200966,jruiz@ntas.co,,3NTR679B,unknown,unknown,engine-specialist,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: engine-specialist (+10); has DBA/brand (+3),47,specialty type: engine-specialist (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-ca,2026-03-09,no,,ntas.co
IVSR655S,SHIER AVIATION CORP,CORPORATE HELICOPTERS,SAN DIEGO,CA,92115,8585055663,dom@corporatehelicopters.com______________________,,IVSR655S,unknown,unknown,helicopter-mro,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: helicopter-mro (+10); has DBA/brand (+3),47,specialty type: helicopter-mro (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-ca,2026-03-09,no,,corporatehelicopters.com______________________
KM3R636L,CHROMALLOY GAS TURBINE CORPORATION,CHROMALLOY SAN DIEGO,SAN DIEGO,CA,92123,8588772800,mfielder@chromalloy.com,,KM3R636L,unknown,unknown,engine-specialist,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: engine-specialist (+10); has DBA/brand (+3),47,specialty type: engine-specialist (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-ca,2026-03-09,no,,chromalloy.com
Q6GR293Y,TURBINE ENGINE SOLUTIONS INC,POWERHOUSE ENGINES,MIAMI,FL,33186,3052540034,nbazain@turbineenginesolutions.com,,Q6GR293Y,unknown,unknown,engine-specialist,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: engine-specialist (+10); has DBA/brand (+3),47,specialty type: engine-specialist (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-fl,2026-03-09,no,,turbineenginesolutions.com
XW4R663M,M C D ACCESSORY OVERHAUL INC,JET ACCESSORY CENTER,MIAMI,FL,33172,3054773886,cfernandez@jacmro.com,,XW4R663M,unknown,unknown,engine-specialist,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: engine-specialist (+10); has DBA/brand (+3),47,specialty type: engine-specialist (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-fl,2026-03-09,no,,jacmro.com
TP4R552M,ORLANDO AVIONICS CORP,ORLANDO AIRCRAFT SERVICES,ORLANDO,FL,32803,4078949963,leo@orlandoavionics.com,,TP4R552M,unknown,unknown,avionics,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: avionics (+10); has DBA/brand (+3),47,specialty type: avionics (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-fl,2026-03-09,no,,orlandoavionics.com
E9HR396N,FIRSTMARK AEROSPACE CORPORATION,"ONTIC ENGINEERING AND
   AND MANUFACTURING INC.",MIRAMAR,FL,33207,8184543749,robert.granese@ontic.com,,E9HR396N,unknown,unknown,engine-specialist,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: engine-specialist (+10); has DBA/brand (+3),47,specialty type: engine-specialist (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-fl,2026-03-09,no,,ontic.com
J9GR114O,JET ENGINE TECHNOLOGY CORPORATION,"JET ENGINE TECHNOLOGY,
   TECHNOLOGY, CORP.",DORAL,FL,33122,3054777489,rcabrera@jetc.info,,J9GR114O,unknown,unknown,engine-specialist,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: engine-specialist (+10); has DBA/brand (+3),47,specialty type: engine-specialist (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-fl,2026-03-09,no,,jetc.info
S9VR026N,HELICOPTER PARTS AND SERVICE INC,AERA AVGROUP,FORT LAUDERDALE,FL,33309,,general@hpsfla.com,,S9VR026N,unknown,unknown,helicopter-mro,,unknown,0.83,B,no,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: helicopter-mro (+10); has DBA/brand (+3),47,specialty type: helicopter-mro (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-fl,2026-03-09,no,,hpsfla.com
522R849B,"QUICK TURN ENGINE CENTER, LLC","QUICKTURN ENGINE CENTER
   CENTER LLC",MIAMI,FL,33166,7864412600,sbaker@quickturnengine.com,,522R849B,unknown,unknown,engine-specialist,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: engine-specialist (+10); has DBA/brand (+3),47,specialty type: engine-specialist (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-fl,2026-03-09,no,,quickturnengine.com
RACR037E,RAM AIR TURBINES SPECIALIST CORP,"RAM AEROSPACE &
   & DEFENSE SOLUTIONS",MIAMI,FL,33142,3054387660,carlos.p@ramairt.com,,RACR037E,unknown,unknown,engine-specialist,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: engine-specialist (+10); has DBA/brand (+3),47,specialty type: engine-specialist (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-fl,2026-03-09,no,,ramairt.com
QV0D957X,SARASOTA AVIONICS INC,SARASOTA AVIONICS TAMPA,TAMPA,FL,33606,9413606877,kirk@sarasotaavionics.com,,QV0D957X,unknown,unknown,avionics,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: avionics (+10); has DBA/brand (+3),47,specialty type: avionics (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-fl,2026-03-09,no,,sarasotaavionics.com
QV0R957X,SARASOTA AVIONICS INC,"SRQ AVIONICS
DBA SARASOTA AVIONICS INTERNATIONAL",SARASOTA,FL,34243,9413606877,kirk@sarasotaavionics.com,,QV0R957X,unknown,unknown,avionics,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: avionics (+10); has DBA/brand (+3),47,specialty type: avionics (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-fl,2026-03-09,no,,sarasotaavionics.com
15AR684Y,AVIATION ENGINEERING CONSULTANTS INC,AEC REPAIR SERVICES,CLEARWATER,FL,33759,7277260172,k.rouhani@aec-inc.com,,15AR684Y,unknown,unknown,engine-specialist,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: engine-specialist (+10); has DBA/brand (+3),47,specialty type: engine-specialist (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-fl,2026-03-09,no,,aec-inc.com
UEQR052J,"TURBINE MANAGEMENT SOLUTIONS, LLC.",TMSAERO,BOCA RATON,FL,33487,5617815354,jheinemann@tmsaero.com,,UEQR052J,unknown,unknown,engine-specialist,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: engine-specialist (+10); has DBA/brand (+3),47,specialty type: engine-specialist (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-fl,2026-03-09,no,,tmsaero.com
YQHD212Y,CENTERPOINTE AEROSPACE. INC,"ROTOR BLADE REPAIR, INC.",SANFORD,FL,32771,7046519707,operations@avnresources.com,,YQHD212Y,unknown,unknown,helicopter-mro,,unknown,1.0,A,yes,yes,no,56,likely basic site from email domain (+25); reachable (+10); metro city (+8); high-value archetype: helicopter-mro (+10); has DBA/brand (+3),47,specialty type: helicopter-mro (+20); reachable (+10); metro city (+7); has DBA = established brand (+5); web presence (+5),unknown,51.5,faa-facility-fl,2026-03-09,no,,avnresources.com
