entity_id,legal_name,dba_name,city,state,zip,phone,email,website,cert_no,shop_size_class,aircraft_worked_on,profile_archetype,airport_icao,airport_distance_band,overall_confidence,outreach_tier,has_phone,has_email,has_website,website_fit_score,website_fit_rationale,erp_fit_score,erp_fit_rationale,corridor_ebis_likelihood,cross_sell_score,data_source,last_updated,is_enterprise,multi_location_group,domain_normalized
BCYR313X,SCHAEFFLER AEROSPACE USA CORPORATION,,DANBURY,CT,06813,2037948293,cduffy@bardenbearings.com; duffycri@schaeffler.com,,BCYR313X,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
YZSR344Y,"STELLAR AVIONICS SERVICES, LLC",,CHESTER,CT,06412,8603224244,stellaravionics@gmail.com,,YZSR344Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
ASKR260K,AEROSPACE TESTING LAB INCORPORATED,,SOUTH WINDSOR,CT,06074,8608821575,walt@aerospacetestinglab.com,,ASKR260K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
O3VR978Y,"OVERHAUL SUPPORT SERVICES, LLC",,EAST GRANBY,CT,06026,8602642101,jbrennan@tighitco.com,,O3VR978Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
GJ1R168K,CONNECTICUT AERO TECH SCHOOL,,HARTFORD,CT,06114,8605661234,dawn.graham@cttech.org,,GJ1R168K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
47WR806E,TRADEWIND AVIATION LLC,,OXFORD,CT,06478,2032673305,,,47WR806E,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
OHBR591K,ROTAIR AEROSPACE CORPORATION,,BRIDGEPORT,CT,06607,2035766545,wes@rotair.com,,OHBR591K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
QUGR412L,AQUA BLASTING CORPORATION,,BLOOMFIELD,CT,06002,8602428855,kjackson@mftech.com,,QUGR412L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
LINR451E,LINDE ADVANCED MATERIAL TECHNOLOGIES INC,,NORTH HAVEN,CT,06473,2032872735,mariann.kastenhuber@linde.com,,LINR451E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
5HBR906C,HABCO MRO LLC,,GLASTONBURY,CT,06033,8604305110,mike.landry@habco.biz,,5HBR906C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
MX1R338K,MERIDEN ELECTRONICS CORPORATION,,MERIDEN,CT,06450,2032378811,merlincorporated@aol.com,,MX1R338K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
K4RR574N,KAMATICS CORPORATION,,BLOOMFIELD,CT,6002,8621683581,ymshiu@taeco.com,,K4RR574N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
LU8R787X,METALLURGICAL PROCESSING INC,MPI,NEW BRITAIN,CT,06053,8602242648,lgolden@mpimetaltreating.com,,LU8R787X,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
SOX3680K,"SIFCO APPLIED SURFACE CONCEPTS, LLC",,EAST WINDSOR,CT,06088,8606236006,dparmenter@sifcoasc.com,,SOX3680K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
TE5R220N,THE PARKER INDUSTRIAL X-RAY LABORATORY CORPORATION,,EAST HARTFORD,CT,06108,8602897767 EXT. 121,crheault@parkerxray.com,,TE5R220N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
VKZR018J,KAMAN AEROSPACE CORPORATION,,BLOOMFIELD,CT,06002,8602437305,howard.sands@kaman.com,,VKZR018J,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
WEYR441X,"WHELEN ENGINEERING COMPANY, INC",,CHESTER,CT,06412,8607182331,jschaefer@whelen.com,,WEYR441X,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
K4YR391Y,SIKORSKY AIRCRAFT CORPORATION-COMMERCIAL FLIGHT OP,,STRATFORD,CT,6614,2033864709,edward.smith@lmco.com,,K4YR391Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
TT5R235N,SIKORSKY COMMERCIAL INC,,TRUMBULL,CT,06611,2034164189,edward.smith@lmco.com,,TT5R235N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
OPIR361L,PTI  INDUSTRIES INC,"ELEMENT MATERIALS TECHNOLOGY,
   TECHNOLOGY, ENFIELD",ENFIELD,CT,06082,8606989266,dstokes@ptiindustries.com,,OPIR361L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
WA2R259L,PRATT & WHITNEY EAST HARTFORD REPAIR OPERATIONS,,EAST HARTFORD,CT,06118,8605655011,william.bennett@prattwhitney.com,,WA2R259L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
YD8R231Y,HARTFORD AERO MAINTENANCE REPAIR STATION,,BLOOMFIELD,CT,06002,8607261204,mzawacki@rddynamics.com,,YD8R231Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
RC2R130L,NEW ENGLAND PROPELLER SERVICE INC,,EAST HADDAM,CT,06423,8608731494,nep@airplanepropeller.com_________________________,,RC2R130L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
TU5R236N,"ETHOSENERGY ACCESSORIES AND COMPONENTS, LLC",,EAST WINDSOR,CT,06088,8602923115,rob.gambe@ethosenergygroup.com,,TU5R236N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
GK0R519Y,"SAF INDUSTRIES, L L C",GARKENYON TECHNOLOGIES,MERIDEN,CT,06451,2033172634,jim@showcopters.com,,GK0R519Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
YIUR064J,HARCOSEMCO LLC,,BRANFORD,CT,06405,2034833700,ruben.rodriguez@harcosemco.com,,YIUR064J,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
2B1R453D,AER BLARNEY BALLOONS LLC,,BETHLEHEM,CT,06751,2039104955,info@aerblarney.com,,2B1R453D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
WWLR046K,"AIRCRAFT WELDING & MANUFACTURING COMPANY, LLC.",,HARTFORD,CT,06114,8602968835,bburns@airweld.com,,WWLR046K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
KC1R265K,"BARNES AEROSPACE, WINDSOR AIRMOTIVE DIVISION",,EAST GRANBY,CT,06026,8603251139,jfrance@barnesaero.com,,KC1R265K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
L4AR428X,LANMAR AVIATION INC DBA JT AVIATION MX INC,"JT AVIATION MX, INC.",GROTON,CT,06340,8604468621,jtaviationmx@gmail.com,,L4AR428X,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
SO5R204N,COLUMBIA AIR SERVICES INC,,GROTON,CT,06340,8604491400,lrevoir@columbiaairservices.com,,SO5R204N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
FHQR653K,BLASTING TECHNIQUES INC,,SOUTH WINDSOR,CT,06074,8605284717,blasster@aol.com,,FHQR653K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
G1UR437Y,GLOBAL TURBINE COMPONENT TECHNOLOGIES LLC,,SOUTH WINDSOR,CT,06074,8605284722,brian.fielding@globalturbine.com,,G1UR437Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
SR5R207N,PROJECTS INC,,GLASTONBURY,CT,06033,8606334615,john.rigby@projectsinc.com,,SR5R207N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
MFTR879D,METAL FINISHING TECHNOLOGIES LLC,,BRISTOL,CT,06010,8605829517,rroy@mftech.com,,MFTR879D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
PF0R784N,"PRECISION FINISHING SERVICES, LLC",,WINDSOR,CT,06095,8606404603,mmihok@surfaceprep.com,,PF0R784N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
RF2R133L,MISTRAS SERVICES DIVISION,,EAST GRANBY,CT,06026,8606530077,robert.choiniere@mistrasgroup.com,,RF2R133L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
SI3R842L,HAMILTON SUNDSTRAND WORLD WIDE REPAIR,,WINDSOR LOCKS,CT,06096,8606546000,wanda.crawford@collins.com,,SI3R842L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
PX8R599Y,PTR-PRECISION TECHNOLOGIES INC,,ENFIELD,CT,06082,8607419353,rtriblets@ptreb.com,,PX8R599Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
63DR713B,3 D TECH INC,,BERLIN,CT,06037,8608298998,vpastorkova@3dtech-inc.com,,63DR713B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
4NGR176D,NEXGEN AVIATION SERVICES LLC,,OXFORD,CT,06478,2038051400,tdesmond@nexgenmx.com,,4NGR176D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
E1TR150N,EATON AEROSPACE CONTROLS DIVISION,,BETHEL,CT,06801,2037966116,justinsbuckley@eaton.com,,E1TR150N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
VH5R275N,SUPERIOR PLATING COMPANY,,SOUTHPORT,CT,06890,2032551501,info@superiorplating.biz,,VH5R275N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
U6LR858X,COLUMBIA MANUFACTURING INC,,COLUMBIA,CT,06237,8602282259,garyburdick@columbiamanufacturing.net,,U6LR858X,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
I6JR126Y,"INNODYNE SYSTEMS, LLC",,BLOOMFIELD,CT,06002,8602422442,jmozonski@innodynesystems.com,,I6JR126Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
HOVR271K,HOFFMAN ENGINEERNG LLC,,STAMFORD,CT,06907,2034258900,jstofko@hoffmanengineering.com,,HOVR271K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
MY1R339K,"METAL IMPROVEMENT COMPANY, LLC, SUBSIDIARY OF CURT","METAL IMPROVEMENT COMPANY,
   COMPANY, LLC",WINDSOR,CT,06095,8606886201,cesar.gonzales@cwst.com,,MY1R339K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
ZG4R818X,CRAIGMILE AVIATION LLC,,MONROE,CT,06468,9723455545,davec_75234@yahoo.com,,ZG4R818X,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
G2PR726J,"METAL IMPROVEMENT COMPANY, LLC","CURTISS WRIGHT SURFACE
   SURFACE TECHNOLOGIES",EAST WINDSOR,CT,06088,8606239901,david.madamba@cwst.com,,G2PR726J,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
TK5R226N,CHROMALLOY GAS TURBINE LLC,CHROMALLOY CONNECTICUT,WINDSOR,CT,06095,8606874500,gwmilidantri@chromalloy.com,,TK5R226N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
TH5R223N,VIP AERO INSTRUMENTS AND AVIONICS,,HARTFORD,CT,06114,8605255713,info@vipavionics.com,,TH5R223N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
SL5R201N,"THREE WING AVIATION GROUP, LLC",,STRATFORD,CT,06615,2033755795,jared@threewing.com,,SL5R201N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
68BR242B,PRIME ENGINE ACCESSORIES LLC,,BRISTOL,CT,06010,8605839100,kevin.winters@bauerct.com,,68BR242B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
BPXR462X,BRACONE METAL SPINNING INC,,SOUTHINGTON,CT,06489,8606285927,sales@braconemetal.com,,BPXR462X,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
SF3R839L,"TRIUMPH ENGINE CONTROL SYSTEMS, LLC",,WEST HARTFORD,CT,06133,8602360651 EXT. 2335,jtrobinson@triumphgroup.com,,SF3R839L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
VZ5R293N,"BUDNEY OVERHAUL & REPAIR, LTD.",,BERLIN,CT,06037,8608280585 EXT. 206,tony@budneyoverhaul.com,,VZ5R293N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
SM5R202N,"TURBINE CONTROLS, LLC.",,BLOOMFIELD,CT,06002,8607617527,slemoine@tcimro.com,,SM5R202N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
SH5R197N,LEARJET INC,,WINDSOR LOCKS,CT,06096,8602927211,ron.kuphal@aero.bombardier.com,,SH5R197N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
4BZR889B,ACCURATE BRAZING CONNECTICUT DIVISION,AALBERTS SURFACE TECHNOLOGIES,MANCHESTER,CT,06042,8604321840,bob.sartori@accuratebrazing.com,,4BZR889B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
NWPR351K,NEW ENGLAND PLASMA DEVELOPMENT CORPORATION,,PUTNAM,CT,06260,8609286561,mgraveline@neplasma.com,,NWPR351K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
H03R013Y,ACMT INC ADVANCED COMPOSITES & METALFORMING TECH,,MANCHESTER,CT,06042,,tayhc@pweh.com,,H03R013Y,unknown,unknown,general-mro,,unknown,0.83,B,no,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
XTRR859K,STRATON INDUSTRIES,,STRATFORD,CT,06615,2033754488,ldaurio@straton.com,,XTRR859K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
8OXR036D,OXLEY INC,,BRANFORD,CT,06405,2034331516,r.clark@oxleygroup.com,,8OXR036D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
WG8R783N,"ETHOSENERGY ACCESSORIES AND COMPONENTS, LLC",,EAST WINDSOR,CT,06088,9597774109,robj.gambe@ethosenergy.com,,WG8R783N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
BIBR740K,NORTHEAST OVERHAUL & REPAIR,,BERLIN,CT,06037,8608281950 EXT. 111,rparent@budney.com,,BIBR740K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
OLUR576L,COLONIAL COATINGS INC,,MILFORD,CT,06461,2037839933,mike@colonialcoatings.com,,OLUR576L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
81CR397D,CLAY LACY AVIATION,,OXFORD,CT,06478,8183141047,dbrulotte@claylacy.com,,81CR397D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
VP5R283N,TWIN MANUFACTURING COMPANY,D/B/A TWINMRO,SOUTH WINDSOR,CT,06074,8602896041 EXT. 231,todd.richardello@twinmro.com,,VP5R283N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
UG7R079Y,UNITED GRINDING INC,,SOUTH WINDSOR,CT,06074,8605286606,unitedgrindingct@gmail.com,,UG7R079Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
KJ1R272K,HYDRO HONING LABORATORIES INC,"PEENING TECHNOLOGIES OF
   OF CONNECTICUT",EAST HARTFORD,CT,06108,8609696207 EXT. 208,walterbeach@peentech.com,,KJ1R272K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ct,2026-03-09,no,,
