entity_id,legal_name,dba_name,city,state,zip,phone,email,website,cert_no,shop_size_class,aircraft_worked_on,profile_archetype,airport_icao,airport_distance_band,overall_confidence,outreach_tier,has_phone,has_email,has_website,website_fit_score,website_fit_rationale,erp_fit_score,erp_fit_rationale,corridor_ebis_likelihood,cross_sell_score,data_source,last_updated
MZ52059N,PAS TECHNOLOGIES INC,STANDARDAERO,HILLSBORO,OH,45133,9378401047,rose.music@standardaero.com,,MZ52059N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
UUMR721L,MISSIONARY MAINTENANCE SERVICE INC,MMS AVIATION,COSHOCTON,OH,43812,7406226848,scheduling@mmsaviation.org,,UUMR721L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
NW1R363K,"GE AVIATION SYSTEMS, LLC",,VANDALIA,OH,45377,9374703883,allen.snyder@geaerospace.com,,NW1R363K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
HP5R917M,METAL IMPROVEMENT COMPANY LLC,,TWINSBURG,OH,44087,3304251490,jeremy.linamen@cwst.com,,HP5R917M,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
HA5R902M,GOODRICH CORPORATION AIRCRAFT WHEELS AND BRAKES,,TROY,OH,45373,9592363809,katie.sifuentes@collins.com,,HA5R902M,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
NCAR262E,NORTH COAST AIR CARE INC,,AKRON,OH,44306,3307334760,ken.ncac@hotmail.com,,NCAR262E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
5AZR356C,AMERICAN TESTING SERVICES LTD,,MIAMISBURG,OH,45342,9372989390,dhowell@americantestingservices.com,,5AZR356C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
JRUR354F,STATE OF OHIO,,COLUMBUS,OH,43235,6143872380,jeffrey.hunneshagen@dot.ohio.gov,,JRUR354F,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
WRIR122E,WRIGHT BROS AERO INC,,VANDALIA,OH,45377,9378908900,jking@wbaday.com,,WRIR122E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
5T5R496C,TECHMETALS INC,,DAYTON,OH,45403,9372535311 EXT. 1263,rkraft@techmetals.com,,5T5R496C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
GR5R893M,THE KROGER COMPANY,,CINCINNATI,OH,45226,,adam.laker@kroger.com,,GR5R893M,unknown,unknown,general-mro,,unknown,0.83,B,no,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
5MOR003C,"MT R&O, LLC",,CINCINNATI,OH,45225,5138534400,rose.lawless@mt-repairoverhaul.com,,5MOR003C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
C6NR592J,HANGAR 6 INCORPORTED,,HILLSBORO,OH,45133,9378400624,hangar6inc@gmail.com,,C6NR592J,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
PLOR227E,"PILOT SERVICES OF OHIO, LLC",PSO,CINCINNATI,OH,45226,5133869044,jeff@pso-llc.com,,PLOR227E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
HB5R903M,AERO BATTERY INCORPORATED,,CINCINNATI,OH,45244,5132719116,services@aerobattery.com,,HB5R903M,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
O0UR395A,OHIO UNIVERSITY AIRCRAFT SERVICES,,ALBANY,OH,45710,7405972609,mcguiret@ohio.edu,,O0UR395A,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
3SDD529B,"SIERRA NEVADA COMPANY, LLC",,VANDALIA,OH,45377,9374312872,tim.marshall@sncorp.com,,3SDD529B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
8WCR657C,WARREN COUNTY AVIONICS,,LEBANON,OH,45036,5139325500,kendal munro <wcaavionics@gmail.com>,,8WCR657C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
OAVR503R,OHIO AVIONICS,,HAMILTON,OH,45015,5137390155,erik.n@ohioavionics.com,,OAVR503R,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
GI5R884M,"AERO STATION BALLOONS, LLC",,BEAVERCREEK,OH,45434,9379029090,,,GI5R884M,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
OHOR062K,OHIO UNIVERSITY AVIONICS ENGINEERING CENTER,,ALBANY,OH,45710,7405972514,,,OHOR062K,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
7D1R355D,GE AVIATION SYSTEMS LLC,"TDI
DBA UNISON INDUSTRIES",DAYTON,OH,45414,9376818314,justin1.norris@geaerospace.com,,7D1R355D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
UOKR250X,SPIRIT AVIONICS LTD.,SPIRIT AERONAUTICS,COLUMBUS,OH,43219,6142374271 EXT. 108,myerby@spiritaeronautics.com,,UOKR250X,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
MCSR196E,ENGINEERED COATING SOLUTIONS LLC,,CINCINNATI,OH,45225,5132592450,eparker@ecscoat.com,,MCSR196E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
N57R717Y,PELCOAT LLC,NATION COATING SYSTEMS,FRANKLIN,OH,45005,9377467632,nicholasp@nationcoating.com,,N57R717Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
YULR908L,AERO PROPULSION SUPPORT INC,,HARRISON,OH,45030,5133679452,aslattery@aeropropulsion.com,,YULR908L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
UPBR799K,"TRIUMPH THERMAL SYSTEMS, LLC",,FOREST,OH,45843,4192732511,kjtrout@triumphgroup.com,,UPBR799K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
YB5R630Y,BYRON PRODUCTS INC,,FAIRFIELD,OH,45014,5138709111,rhenry@byronproducts.com,,YB5R630Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
DJFR206D,"FLEXJET, LLC",,CLEVELAND,OH,44143,2167978164,jonathon.rudy@flexjet.com,,DJFR206D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
5M4R667D,MACAIR AVIATION LLC,,XENIA,OH,45385,9375818056,macair@macair.us,,5M4R667D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
IF5R933M,FLY OHIO BALLOONING INC,,MARYSVILLE,OH,43040,6142091449,flyohioballooning@yahoo.com,,IF5R933M,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
25FD283B,FREEDOM AERO SERVICE INC,,HAMILTON,OH,45013,5138688000,kevins@freedomaeroservice.com,,25FD283B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
BSYR610C,AIRNET II LLC,,COLUMBUS,OH,43217,6144094857,<mark.fullen@airnet.com>,,BSYR610C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
SOXR680K,SIFCO APPLIED SURFACE CONCEPTS LLC,,INDEPENDENCE,OH,44131,,,,SOXR680K,unknown,unknown,general-mro,,unknown,0.67,C,no,no,no,40,no website (+40),10,general-mro (+10),unknown,25.0,faa-facility-oh,2026-03-09
5RAR254B,ROBERTS AVIATION,,HAMILTON,OH,45015,9376813775,steve@robertsaviation.net,,5RAR254B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
STYR543E,"GE ENGINE SERVICES, LLC",,SPRINGDALE,OH,45246,5138691534,doug.marine@geaerospace.com,,STYR543E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
HO5R916M,PARKER HANNIFIN CORPORATION - ELYRIA,,ELYRIA,OH,44035,4402846221,dan.timby@parker.com,,HO5R916M,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
IKBR028F,THE OHIO STATE UNIVERSITY AIRPORT,,COLUMBUS,OH,43235,6142925653,tompkins.143@osu.edu,,IKBR028F,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
SVAR022E,"SKYVISTA AVIONICS, LLC",,MARYSVILLE,OH,43040,9376442055,mx@skyvistaaviation.com,,SVAR022E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
DXMR397D,HELICOPTER MINIT-MEN INC,,COLUMBUS,OH,43228,6144869309,jacobwissinger@helicopterminitmen.com,,DXMR397D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
GE5R880M,WALL-COLMONOY CORPORATION,AEROBRAZE ENGINEERED TECHNOLOGIES,CINCINNATI,OH,45215,5138424200,ryarnall@wallcolmonoy.com,,GE5R880M,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
X1JR161Y,SPECTRA JET INC,,SPRINGFIELD,OH,45502,9373253893,johnyegerlehner@spectrajetinc.com,,X1JR161Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
OQTR977Y,ATI AVIATION SERVICES LLC,,CLEVELAND,OH,44108,2162684888,,,OQTR977Y,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
7HAR429C,HYFAST AEROSPACE,NONE,PARMA,OH,44130,2167124158,gmasavage@hyfast.com,,7HAR429C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
YJJR070L,FERROTHERM COMPANY INC,,CLEVELAND,OH,44125,2168839350,robert.bright@ferrotherm.com,,YJJR070L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
AD12004K,GENERAL ELECTRIC AIRCRAFT ENGINES PEEBLES OPERATIO,,PEEBLES,OH,45660,9372879332,,,AD12004K,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
OA1R367K,SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION,,RAVENNA,OH,44266,3302973096,mark.a.chinn@saint-gobain.com,,OA1R367K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
U0VR417Y,GVI AVIONICS HOLDINGS,SUMMIT AVIONICS,TWINSBURG,OH,44087,3304251440,,,U0VR417Y,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
G25R150C,G-FORCE AVIATION INC,,NORTH CANTON,OH,44720,3304999790,bevandkev@msn.com,,G25R150C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
V4NR896Y,STEINER AVIATION INTERNATIONAL INC,NONE,NORTH CANTON,OH,44720,3307336060,kevin@steineraviationinternational.com,,V4NR896Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
MVJR120L,GEMCO AVIATION SERVICES INC,,"NORTH LIMA,",OH,44452,3305490337,mike.stanko@gemcoaviation.com,,MVJR120L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
HQ5R918M,FALCON'S NEST REPAIR STATION,,SEVILLE,OH,44273,3306397845,falconsnestrepair@gmail.com,,HQ5R918M,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
RDGR564E,"BOAR AVIATION, LLC",,TOLEDO,OH,43623,4194664276,rdg3102@gmail.com,,RDGR564E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
7ISR488C,IN-SPEC TECHNOLOGIES INC,,HOLLAND,OH,43528,4194946402,david.inspec@gmail.com,,7ISR488C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
7MVR170C,MODERN AVIONICS AND MAINTENANCE INC,,MANSFIELD,OH,44903,4195221212,acrowl@modernavionicsinc.net,,7MVR170C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
5GKR226C,GREAT LAKES TURBINES INC,"GLT AIRCRAFT INTERIORS
DBA GREAT LAKES AEROSPACE
   AEROSPACE & MACHINE",HOLLAND,OH,43528,4197050490,,,5GKR226C,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
SWSR101E,SIERRA AIR SERVICES INC,,SWANTON,OH,43558,4198614154 EXT. 1511,holly.czupich@ijw365.com,,SWSR101E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
OQGR779X,AERO PRO AVIONICS,,"ELYRIA,",OH,44035,4403463557,apavionics@windstream.net,,OQGR779X,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
L5NR127O,NORTH COAST LANDING SYSTEMS INC,,NORTH ROYALTON,OH,44133,4405822919,mgm120@aol.com,,L5NR127O,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
A4WR520W,AIRWOLF AEROSPACE LLC,,MIDDLEFIELD,OH,44062,4406321687,john@airwolfaerospace.com,,A4WR520W,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
QPWR872L,"AIRCRAFT WHEEL AND BRAKE, LLC",,AVON,OH,44011,4409371253,patrick.robinson@clevelandwbs.com,,QPWR872L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
CKNR597K,CINCINNATI THERMAL SPRAY INC,,CINCINNATI,OH,45242,5136993987,aarmbruster@cts-inc.net,,CKNR597K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
E3NR568J,EASTERN SAILPLANE INC,,WAYNESVILLE,OH,45068,5138975667,john@easternsailplane.com,,E3NR568J,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
SK3R844L,GENERAL ELECTRIC ENGINE SERVICES LLC,GE - AVIATION,CINCINNATI,OH,45246,8594683195,michael_ford@ge.com,,SK3R844L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
9R4R811D,PREFERRED AIRPARTS LLC,,APPLE CREEK,OH,44606,8004330814,ahile@preferredairparts.com,,9R4R811D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
5C5R781B,CSAFE LLC,,MONROE,OH,45050,9372456350,bblanton@csafeglobal.com,,5C5R781B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
CL1R064K,CTL AEROSPACE INC,,CINCINNATI,OH,45246,5138706780,briestenberg@ctlaerospace.com,,CL1R064K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
GAER310E,"GA TELESIS ENGINE SERVICE, LLC",,WILMINGTON,OH,45177,9543103998,bcarucci@gatelesis.com,,GAER310E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
DXTR401D,NJS145 LLC,,COLUMBUS,OH,43219,6148497011,bduggar@netjets.com,,DXTR401D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
KKWR148K,WINDSOR AIRMOTIVE-WEST CHESTER DIVISION,,WEST CHESTER,OH,45069,5137796888,mshope@barnesaero.com,,KKWR148K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
42TR136D,"TT ELECTRONICS INTEGRATED MANUFACTURING SERVICES,",,PERRY,OH,44081,4403585202,stephen.wilson@ttelectronics-ims.com,,42TR136D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
R4BR027N,RED BARON BALLOON CORPS,,OREGOANIA,OH,45054,5139329007,brian@hotairballoonrides.com,,R4BR027N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
VYTR380B,EASTERN CINCINNATI AVIATION INC,CINCINNATI AVIONICS,BATAVIA,OH,45103,5137359595,avionics@sportys.com,,VYTR380B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-oh,2026-03-09
