entity_id,legal_name,dba_name,city,state,zip,phone,email,website,cert_no,shop_size_class,aircraft_worked_on,profile_archetype,airport_icao,airport_distance_band,overall_confidence,outreach_tier,has_phone,has_email,has_website,website_fit_score,website_fit_rationale,erp_fit_score,erp_fit_rationale,corridor_ebis_likelihood,cross_sell_score,data_source,last_updated,is_enterprise,multi_location_group,domain_normalized
JR2R936K,AAR AIRCRAFT SERVICES INC,AAR AIRCRAFT SERVICES--OKLAHOMA,OKLAHOMA CITY,OK,73159,4052183000,kenneth.conn@aarcorp.com,,JR2R936K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
34IR351D,ELEMENT AEROSPACE INC,,SKIATOOK,OK,74070,9183464970,steve@elementaerospaceinc.com,,34IR351D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
UO9R076Y,"SOUTHWIND AVIATION SUPPLY, LLC",,BETHANY,OK,73008,4054910500,jim.nalley@southwindaviation.com,,UO9R076Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
SWBR375X,"SPIRIT WING AVIATION SERVICES, LLC",NONE,GUTHRIE,OK,73044,4056272331,marvin@amaerspace.biz,,SWBR375X,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
CP2R750K,COVINGTON AIRCRAFT ENGINES INC,,OKMULGEE,OK,74447,9187568320,rob@covingtonaircraft.com,,CP2R750K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
6CTR131C,"RAJON, LLC",VERTICAL AEROSPACE,BRISTOW,OK,74010,9185615555,jbroyles@goverticalaero.com,,6CTR131C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
NZ6R569Y,THE NORDAM GROUP  LLC,,TULSA,OK,74117,9188784000,swhitesell@nordam.com,,NZ6R569Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
HCNR246K,A H ELECTRONICS LTD.,,OKLAHOMA CITY,OK,73137,4053196428,eric.m.sprague@cbp.dhs.gov,,HCNR246K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
AALR025A,AMERICAN AIRLINES INC,,TULSA,OK,74116,9182920576,dave.clinesmith@aa.com,,AALR025A,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
IX2R914K,CALVIN TAFF ELECTRONICS INC,,BETHANY,OK,73008,4055702111,gchristian@calvintaff.com,,IX2R914K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
AP6R434N,"AVIATION POWER SUPPORT, LP.",,DURANT,OK,74701,5809200535,jtiemann@apsmro.com,,AP6R434N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
EZ2R812K,THE NORDAM GROUP LLC,,TULSA,OK,74116,9188784934,barry.johnson@nordam.com,,EZ2R812K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
DE2R765K,ILIFF AIRCRAFT REPAIR AND SERVICE COMPANY INC,,TULSA,OK,74115,9188355554,brent@iliffaircraft.com,,DE2R765K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
U5WR019B,TULSA AVIONICS SERVICES INC,,TULSA,OK,74115,9188388711,support@tulsaavionics.com,,U5WR019B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
6BDR276C,THE BOEING COMPANY - OKLAHOMA CITY,,OKLAHOMA CITY,OK,73135,4052151993,gregory.h.bowron@boeing.com,,6BDR276C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
JWRR580E,"JAWS AVIATION, LLC",,GROVE,OK,74344,3252775363,jameswright7502@gmail.com,,JWRR580E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
5CGR419B,COMPASS AVIATION GROUP LLC,,NEWCASTLE,OK,73065,4052491928,johnmaker@compassaviationgroup.com,,5CGR419B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
BA2R709K,BIGGS AIRCRAFT INC,,WELLSTON,OK,74881,4052582965,biggsair@yahoo.com,,BA2R709K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
L50R364Y,LEGACY AVIATION SERVICES INC,,YUKON,OK,73099,4053502100,bill@legacy-aviation.com,,L50R364Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
AT2R702K,AVIONICS SERVICES INC,,NORMAN,OK,73069,4053605400,avionics.services@sbcglobal.net,,AT2R702K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
AP4R601E,APEX AIRCRAFT AND COMPONENT REPAIR 405 LLC,,MUSTANG,OK,73064,4053659077,apexrepair405@outlook.com,,AP4R601E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
TBWR469X,TURBINE AIRCRAFT SERVICES LLC,,BETHANY,OK,73008,4054918995,tas@tasokc.com,,TBWR469X,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
HX2R888K,D AND B AIRCRAFT ENGINES,,BETHANY,OK,73008,4054950457,,,HX2R888K,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
UEIR803L,E T MECHANICAL LLC,,BETHANY,OK,73008,4054952807,qa@etmech.com,,UEIR803L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
JSLR861D,JETSET INC,JET SET FBO,BETHANY,OK,73008,4058084092,pjets.jjohnson@gmail.com,,JSLR861D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
AM5R612E,AVIATION MAINTENANCE COMPONENT REPAIR STATION LLC.,,STROUD,OK,74079,4056272331,marvin@amaerospace.biz,,AM5R612E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
8G8R177D,A&M AVIATION LLC,,STROUD,OK,74079,4056272331,marvin@amaerospace.biz,,8G8R177D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
BG2R715K,WALL COLMONOY CORP,,OKLAHOMA CITY,OK,73135,4056721361 EXT. 31,rstavnem@wallcolmonoy.com,,BG2R715K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
SSWR186K,ASSOCIATED AERO SERVICE INC,,BETHANY,OK,73008,4057895474,sam@associatedaero.com,,SSWR186K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
1R3R472D,"RED CLOUD AVIATION, LLC",,SHAWNEE,OK,74804,4058089079,rcaviation@yahoo.com,,1R3R472D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
AN2R696K,RA NAV LABORATORIES INC,,OKLAHOMA CITY,OK,73112,4059473361,don@rnlinc.com,,AN2R696K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
UA2R206L,FLIGHT PROGRAM MAINTENANCE SERVICES,,OKLAHOMA CITY,OK,73169,4053138404,jeb.f.lynch@faa.gov,,UA2R206L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
VTAR304E,V3 AVIATION LLC,,PAULS VALLEY,OK,73075,4059790262,jeremy@v3aviationllc.com,,VTAR304E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
6CUR212C,CONSOLIDATED TURBINE SPECIALISTS LLC,,BRISTOW,OK,74010,9183679665,douglas.quinn@kratosdefense.com,,6CUR212C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
V5SR217O,"METREA AVIATION SERVICES, MX1 INC",,OKLAHOMA CITY,OK,73132,4057895000,ronald.brown@meta.aero,,V5SR217O,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
YS1R649K,AIRCRAFT STRUCTURES INTERNATIONAL CORPORATION,,ENID,OK,73701,5802425907,mstowers@asic.aero,,YS1R649K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
5OMR557B,OMEGA AIRCRAFT SERVICES LLC,,WEATHERFORD,OK,73096,5807745393,dfalasco@omegaaircraft.com,,5OMR557B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
TT9R107N,TEXOMA TURBINES,,DURANT,OK,74701,5809241162,donnie@texomaturbinesinc.com,,TT9R107N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
XWMR879K,"AERO COMPONENT REPAIR, LLC",,DURANT,OK,74701,5809247999,,,XWMR879K,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
8DAR561C,"DEEP SOUTH AEROSPACE, LLC",,ENID,OK,73701,6018320008,j1963rp@yahoo.com,,8DAR561C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
RAER585E,REGENT AEROSPACE CORPORATION,,MCALESTER,OK,74501,8054319678,dleague@airbaseservices.com,,RAER585E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
8KLR626D,KSNL AERO LLC,,SHAWNEE,OK,74804,4054021588,don@ksnlaero.com,,8KLR626D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
H1HR096O,CRANKCASE SERVICES INC,,SAND SPRINGS,OK,74063,9182456767,,,H1HR096O,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
7V3R696D,VE AEROSPACE LLC,,JENKS,OK,74037,9182699121,rvirdell@veaerospace.com,,7V3R696D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
6MOR837B,MID AMERICA AEROSPORT,,BROKEN ARROW,OK,74012,9182893419,llooner@aol.com,,6MOR837B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
ZJWR475J,CENTRAL AIR SOUTHWEST,,CUSHING,OK,74023,9182900506,casw1987@hotmail.com,,ZJWR475J,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
P46R287Y,POWERMASTER INC,POWERMASTER AIRCRAFT ENGINES,TULSA,OK,74132,9182990269,bill@powermasterengines.com,,P46R287Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
CQNR149B,"CHRISTIANSEN AVIATION, LLC",,TULSA,OK,74132,9182981379,charlesw@christiansenaviation.com,,CQNR149B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
D8XR913Y,CAMTRONICS LLC,,TULSA,OK,74132,9182995148,dcampbell@camtronicsllc.com,,D8XR913Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
9R1R958C,AIRELECTRIC INC,,TULSA,OK,74132,9184063974,dave@airelectric.us,,9R1R958C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
15IR075B,INTERACTIVE CAD SERVICES INC,,BROKEN ARROW,OK,74012,9184074017,david.smith@icsicad.com,,15IR075B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
C6DR334J,COMMERCIAL AIRCRAFT DUCTING INC,AVDUCT,TULSA,OK,74116,9184377572,art@avduct.com,,C6DR334J,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
Y5KR213B,SKYLINE ACCESSORIES LLC,,SAND SPRINGS,OK,74063,9184462260,linda@skylineacc.com,,Y5KR213B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
HT2R884K,AIRCRAFT CYLINDERS  OF  AMERICA INC,,"TULSA,",OK,74106,9185821785,operations@flyaat.com,,HT2R884K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
T0WR995N,TAILWIND INSPECTION INC,,TULSA,OK,74115,9188320700,rico@tailwindinspection.com,,T0WR995N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
Q8RR231Y,BARRETT PRECISION ENGINES INC,,TULSA,OK,74115,9188351089,rhonda@bpaengines.com,,Q8RR231Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
BE2R713K,RICK ROMANS INC,,TULSA,OK,74115,9188351311,rickromansinc@aol.com,,BE2R713K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
QYIR334Y,QUALITY AIRCRAFT ACCESSORIES INC,HARTZELL AVIATION MRO,TULSA,OK,74115,9188356948,bstewart@qaa.com,,QYIR334Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
OKIR880K,PRYER MACHINE AND TOOL COMAPNY,PRYER AEROSPACE LLC,TULSA,OK,74115,9188358885 EXT. 215,jerrod.sorenson@pryeraero.com,,OKIR880K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
RV3R829L,AIRCRAFT ACCESSORIES OF OKLAHOMA INC,,"TULSA,",OK,74115,9188359924,danny@airacc.com,,RV3R829L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
CM2R747K,AUTOPILOTS CENTRAL INC,,TULSA,OK,74115,9188366418,judy@autopilotscentral.com,,CM2R747K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
DD2R764K,AIRCRAFT SPECIALTIES SERVICES INC,,TULSA,OK,74115,9188366872,eric@aircraftspecialties.aero,,DD2R764K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
DB2R762K,DIVCO INC,,TULSA,OK,74115,9188369101,,,DB2R762K,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
HK2R875K,KEVIN FELTS CO. LLC,"MIKE'S A/C FUEL
   FUEL METERING SERVICE",TULSA,OK,74117,9188386217,mikesac@tulsacoxmail.com,,HK2R875K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
CT2R754K,TULSA AIRCRAFT ENGINES INC,,TULSA,OK,74115,9188388532,rex@taeengines.com,,CT2R754K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
II2R899K,AMETEK AEROSPACE & DEFENSE INC,DRAKE AIR,TULSA,OK,74107,9188583316,bill.crider@ametek.com,,II2R899K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
QAKR523K,SOUTHERN AERO PARTNERS INC,"SOUTHERN AEROPARTS AMETEK
   AMETEK AEROSPACE AND DEFENSE",TULSA,OK,74107,9188583316,bill.crider@ametek.com,,QAKR523K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
R4MR321E,REDMAN AVIATION LLC,,TULSA,OK,74132,9182898714,redmanavation@gmail.co,,R4MR321E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
QNSR918D,QUALITY AND NDT SOLUTIONS LLC,,TULSA,OK,74136,9188951050,matt.hupp@qndts.com,,QNSR918D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
6WOR213C,"WORTHINGTON AVIATION, LLC",WORTHINGTON MRO CENTER,TULSA,OK,74146,9189488927,ekahn@wavmro.com,,6WOR213C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
5MNR431B,MINT TURBINES LLC,,STROUD,OK,74079,9189689561,,,5MNR431B,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ok,2026-03-09,no,,
