entity_id,legal_name,dba_name,city,state,zip,phone,email,website,cert_no,shop_size_class,aircraft_worked_on,profile_archetype,airport_icao,airport_distance_band,overall_confidence,outreach_tier,has_phone,has_email,has_website,website_fit_score,website_fit_rationale,erp_fit_score,erp_fit_rationale,corridor_ebis_likelihood,cross_sell_score,data_source,last_updated
V4RR742J,AIRCRAFT INSTRUMENT REPAIR LABS INC,,SHERMAN OAKS,CA,91403,8182592765,rbashian@yahoo.com,,V4RR742J,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
A23R362J,ADAMS RITE AEROSPACE INC,,FULLERTON,CA,92835,7142786500,sgonzalez@araero.com,,A23R362J,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
5PHR421B,PARKER HANNIFIN CORPORATION,,IRVINE,CA,92606,9498513500,fernanda.dacruz@parker.co,,5PHR421B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
8EJR734C,EXECUTIVE JET MAINTENANCE INC,,SAN BERNARDINO,CA,92408,9492659590,jesse.mcbrayer@ejmmx.com,,8EJR734C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
5C52781B,CSAFE LLC,,GARDENA,CA,90248,9372456429,kmehta@csafeglobal.com,,5C52781B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
XHER514L,CHROMAL PLATING CO.,,LOS ANGELES,CA,90031,3232256121,ray@chromal.com,,XHER514L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
S6NR042K,SUN AIR JETS LLC,,CAMARILLO,CA,93010,8053899308,mbooterbaugh@sunairjets.com,,S6NR042K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
W9BR551H,AVIATION CONSULTANTS INC,,SAN LUIS OBISPO,CA,93401,8055481350,wborgsmiller@acijet.com,,W9BR551H,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
IEDR824K,E D N AVIATION INC,,VAN NUYS,CA,91406,8189888826,nbostanian@velocityaerospace.com,,IEDR824K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
VZKR147E,LEADING EDGE AVIONICS INC,,CHINO,CA,91710,8559556151,kathryn.brewer@leavionics.com,,VZKR147E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
NO3R717L,AMERITECH INDUSTRIES INC,AMERICAN PROPELLER SERVICE,REDDING,CA,96002,5302214470,mike@ameritech-aviation.com,,NO3R717L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
N8BR941Y,BROWNE'S AIRCRAFT INTERIORS,,TEHACHAPI,CA,93561,6619727172,luluaero@yahoo.com,,N8BR941Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
WL3R949L,MEGGITT SAFETY SYSTEMS INC,,SIMI VALLEY,CA,93063,8055844100,jaime.hernandez@parker.com,,WL3R949L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
CF0R047Z,CALIFORNIA DEPT. OF FORESTRY & FIRE PROTECTION,CAL FIRE,MCCLELLAN,CA,95652,9165613333,marty.buno@fire.ca.gov,,CF0R047Z,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
VP2R248L,AERO PROPELLER COMPANY INC,,HEMET,CA,92545,9512507540,,,VP2R248L,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
AJ4R052M,FOOTHILL AIRCRAFT SALES AND SERVICE INC,,UPLAND,CA,91786,9099851977,,,AJ4R052M,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
1DJR318M,DESERT JET MAINTENANCE LLC,,THERMAL,CA,92274,7603948900,maintenance@desertjet.com,,1DJR318M,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
1WVR001C,WEST VALLEY PLATING INC,,CHATSWORTH,CA,91311,8187091684,inda.westvalley@sbcglobal.net,,1WVR001C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
3SQR041C,ASQUAREDSSS INC,,TEMECULA,CA,92592,9512524777,asquaredsss@yahoo.com,,3SQR041C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
TP3R875L,DIXON HARD CHROME INC,,SUN VALLEY,CA,91352,8184790562,manuela.munguia@dixonhardchrome.com,,TP3R875L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
ULXR905L,CITY OF LOS ANGELES-GENERAL SERVICES,,VAN NUYS,CA,91406,8187569828,matthew.dickinson@lacity.org,,ULXR905L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
IO0R819Y,FAAPMAPARTS.COM INC,C.I. COMPOSITES,OXNARD,CA,93030,8054841616,cicomposites@dslextreme.com,,IO0R819Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
C23R526J,CHAUHAN INDUSTRIES INC,C.I. INC.,CAMARILLO,CA,93010,8054841616,rajchauhan@dslextreme.com,,C23R526J,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
BK3R400L,BABBITT BEARING CO. INC,,SAN JOSE,CA,95112,4082981101,steveo@bbcmachine.com,,BK3R400L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
XE3R968L,AERO  TURBINE INC,,STOCKTON,CA,95206,2095135211,brenn@aeroturbineinc.com,,XE3R968L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
1EER640B,REINHOLD INDUSTRIES INC,,OXNARD,CA,93033,8053415956,bclough@reinhold-ind.com,,1EER640B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
2HGR264B,HANGAR ONE OF CALIFORNIA INC,,CARLSBAD,CA,92011,7609292270,aldon@h1mx.com,,2HGR264B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
FUSR966D,FUSE AVIATION LLC,,VAN NUYS,CA,91406,3104564754,alfredo.campos@fuseaviation.com,,FUSR966D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
VTMR569K,OCR AVIATION,,LONG BEACH,CA,90806,5624265331,bobby@ocraviation.com,,VTMR569K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
7CUR207C,COULSON AVIATION (USA) INC,,THERMAL,CA,92274,2507247634,britton.coulson@coulsongroup.com,,7CUR207C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
SEAR303E,SEAVIEW AVIATION LLC,,CAMARILLO,CA,93010,4357725579,aaron@svaviation.com,,SEAR303E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
VACR249E,"PSC AERO, LLC.",,IRVINE,CA,92614,9498994974,enriquecurioso@gmail.com,,VACR249E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
AB3R365L,"GE AVIATION, FLIGHT TEST OPERATION",,VICTORVILLE,CA,92394,7605305303,michaelhardell@ge.com,,AB3R365L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
CUCR022D,ROGERS HELICOPTERS INC,,FRESNO,CA,93727,5592925248,jeff@rogershelicopters.com,,CUCR022D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
QFRR548K,AVIATION FUEL SYSTEMS REPAIR INC,,SAN BERNARDINO,CA,92408,2103754171,admin@afsrinc.com,,QFRR548K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
VMGR331L,ACTIVE MAGNETIC INSPECTION INC,,SUN VALLEY,CA,91352,8185040677 EXT. 107,davidherrera@activemag1.com,,VMGR331L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
XW2R308L,VISTA AVIATION INC,,"PACOIMA,",CA,91331,8188966442 EXT. 206,vista@vistaaviation.com,,XW2R308L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
R4PR085N,RELIANCE AVIATION PROPELLER MACHINE SHOP,,REDDING,CA,96003,5305495746,robreliance@aol.com,,R4PR085N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
9C1R145C,MOMENTUM FPD SERVICES CORPORATION,"PRECISION DISPLAY REPAIRS
DBA PDR",CAMARILLO,CA,93012,8053841900,jon.defina@momentum-fpd.com,,9C1R145C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
TNVR652E,TRUE NORTH AVIONICS LLC,,RIVERSIDE,CA,92509,,,,TNVR652E,unknown,unknown,general-mro,,unknown,0.67,C,no,no,no,40,no website (+40),10,general-mro (+10),unknown,25.0,faa-facility-ca,2026-03-09
8AAR592Y,"AFFORDABLE AVIONICS, INC",ARAINA AVIATION,CHINO,CA,91710,9096069876,asosa@arainaaviation.com,,8AAR592Y,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
AUMR274C,"REDDING AIR SERVICE, INC",,REDDING,CA,96002,5302212851,,,AUMR274C,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
YT2R331L,ROTORCRAFT SUPPORT INC,,FILLMORE,CA,93015,8189977667,phil@rotorcraftsupport.com,,YT2R331L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
VUXR007X,AVIATION MAINTENANCE GROUP INC,,CHINO,CA,91708,9516061666,,,VUXR007X,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
U74R497B,UNITED SERVICE APPLICATIONS INC,,SANTA ANA,CA,92705,7149541192,ptdolan@unitedserviceapps.com,,U74R497B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
ZS5R220O,SAN LUIS AVIONICS INC,SAN LUIS AVIONICS,SAN LUIS OBISPO,CA,93401,8057830430,sanluisav@sbcglobal.net,,ZS5R220O,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
AR4R175E,ARA AVIATION INC,,EL MONTE,CA,91731,9099574685,ryan@araaviation.com,,AR4R175E,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
UT1R544K,AIRCRAFT CYLINDER SALES AND SERVICE,CALIFORNIA AERO ENGINES,OLIVEHURST,CA,95961,5309332800,redwards@optecsolutions.com,,UT1R544K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
UBGR190L,BG DETECTION SERVICE,L. A. X-RAY,SUN VALLEY,CA,91352,8185046708,,,UBGR190L,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
SDAR165E,AIRMETRICS INC,,AUBURN,CA,95602,,cory@airmetrics.aero,,SDAR165E,unknown,unknown,general-mro,,unknown,0.83,B,no,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
JR3R615L,AIR COMM SYSTEMS INC,,MURRIETA,CA,92563,9516770017,rengelman@aircommsystems.com,,JR3R615L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
DG3R448L,AIE INC,,MURRIETA,CA,92563,9516770085,rengelman@aieinc.com,,DG3R448L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
E5KR955N,SELKEN ENTERPRISES INC,SEL-TECH,CHICO,CA,95973,5308914200,erik@sel-tech.com,,E5KR955N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
3T2R240D,ESCARCEGA TECHNOLOGY SERVICES INC,,HUNTINGTON BEACH,CA,92647,8657125551,aescarcega@ets.vet,,3T2R240D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
8CIR819B,"CLIFFDALE, LLC",,CHATSWORTH,CA,91311,7472023446,<eranjbar@rtcaerospace.com>,,8CIR819B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
IFC3459X,PANASONIC AVIONICS CORPORATION,,BURLINGAME,CA,94010,9496722181,patrick.skillin@panasonic.aero,,IFC3459X,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
7INR751B,"COURTNEY AVIATION, LLC",COURTNEY AVIONICS,COLUMBIA,CA,95310,2095322345,denise@courtneyaviation.com,,7INR751B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
8NMR309D,GLOBAL AVIATION SERVICES LLC,PRIMEFLIGHT GSE MAINTENANCE,ONTARIO,CA,91761,,aevans@primeflight.com,,8NMR309D,unknown,unknown,general-mro,,unknown,0.83,B,no,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
8NM2309D,GLOBAL AVATION SERVICES LLC,PRIMEFLIGHT GSE MAINTENANCE,HIGHLAND,CA,92346,2532414328,,,8NM2309D,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
2QGR030D,QUALITY  GRINDING CO. INC,,BUENA PARK,CA,92680,7142282100,feceul@gmail.com,,2QGR030D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
1LYR437D,WEST VALLEY AIRCRAFT SERVICES INC,AERO WORKS,PALO ALTO,CA,94303,6505650063,mx@aeroworks.us,,1LYR437D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
9F4R775C,SOCAL MRO LLC.,,CHINO,CA,91710,9544457357,helicopt2@lanset.com,,9F4R775C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
6SDR019C,SOUTHLAND ROTAX SERVICE CENTER INC,SOUTHLAND ROTAX,MURRIETA,CA,92563,9494889554,mathtek@yahoo.com,,6SDR019C,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
JU3R618L,B G DETECTION SERVICE INC,,SUN VALLEY,CA,91552,8187688655,,,JU3R618L,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
YFTR947K,FORTNER ACCESSORY SERVICE CORPORATION,,VALENCIA,CA,91355,8185483690,emailblf@aol.com,,YFTR947K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
BAC2668L,THE BOEING COMPANY,,VICTORVILLE,CA,92394,7605302219,,,BAC2668L,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
7AXR408B,AMS AVIONICS INC,,VISALIA,CA,93277,5596510190,melissa@amsvisalia.com,,7AXR408B,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
GI3R528L,RO WING AVIATION INC,,CAMARILLO,CA,93012,8054840556,rrowing@aol.com,,GI3R528L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
852R050D,NORCAL AVIONICS LLC,,WATSONVILLE,CA,95076,8317689733,david@norcav.com,,852R050D,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
WQ3R954L,STERLING AVIONICS INC,NONE,CONCORD,CA,94520,9258186642,,,WQ3R954L,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
PW6R116J,PAC WEST HELICOPTERS INC,,REDDING,CA,96001,5302412402,,,PW6R116J,unknown,unknown,general-mro,,unknown,0.83,B,yes,no,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
OOCR964K,CORPORATE AIR PARTS INC,CAPS AVIATION,VAN NUYS,CA,91406,8189970512 EXT. 102,tteutsch@capsaviation.com,,OOCR964K,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
W8FR323N,DONALDSON  COMPNY INC,"WESTERN FILTER, A
   A DIVISION OF DONALDSON
   OMPANY, I",VALENCIA,CA,91355,6612950800,trevor.flatin@donaldson.com,,W8FR323N,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
UA3R886L,PEEN RITE INC,,SUN VALLEY,CA,91352,8187673676,mike.garcia@peenrite.com,,UA3R886L,unknown,unknown,general-mro,,unknown,1.0,A,yes,yes,no,50,no website (+40); reachable (+10),20,general-mro (+10); reachable (+10),unknown,35.0,faa-facility-ca,2026-03-09
