entity_id,legal_name,dba_name,city,state,zip,phone,email,website,cert_no,shop_size_class,website_fit_score,erp_fit_score,cross_sell_score,corridor_ebis_likelihood,outreach_tier
EEKR429K,MCKEE AVIONICS INC,NONE,SAN MARCOS,TX,78666,5123921172,mckeeavionics@gmail.com,,EEKR429K,unknown,50,20,35.0,unknown,A
FQ7R135Y,C-FAN,,SAN MARCOS,TX,78666,5127499475,ryan.mccarty@c-fan.com,,FQ7R135Y,unknown,50,20,35.0,unknown,A
4DS5637B,AMENTUM SERVICES INC,,SAN ANTONIO,TX,78216,2103084862,ruben.c.rodriguez@cbp.dhs.gov,,4DS5637B,unknown,50,20,35.0,unknown,A
8AKR767B,ALCOCER LTD,A&C PRODUCTS,SAN ANTONIO,TX,78217,2109304580,richard.garcia@acproducts.net,,8AKR767B,unknown,50,20,35.0,unknown,A
Q1CR798Y,CHROMALLOY COMPONENT SERVICES INC,,SAN ANTONIO,TX,78226,2103312300,rickclark@chromalloy.com,,Q1CR798Y,unknown,50,20,35.0,unknown,A
S78R151N,"PLATINUM AVIATION, LLC",AVIONICS SERVICES INTERNATIONAL,SAN ANTONIO,TX,78216,9562850373,info@avionicsservices.net,,S78R151N,unknown,50,20,35.0,unknown,A
MDLR525E,MECHANICAL DYNAMICS & ANALYSIS LLC,MD&A,SAN ANTONIO,TX,78238,2102565000,cfischels@mdaturbines.com,,MDLR525E,unknown,50,20,35.0,unknown,A
CC2R737K,"S & T AIRCRAFT ACCESSORIES, INC",,NEW BRAUNFELS,TX,78130,8306257923,sales@st.aero,,CC2R737K,unknown,50,20,35.0,unknown,A
UB2R207L,NORTH AMERICAN AIRCRAFT SERVICE & ACCESSORIES LLC,,SAN ANTONIO,TX,78201,2109188880,rhagler@naasllc.com,,UB2R207L,unknown,50,20,35.0,unknown,A
2CMR246C,"CITY PLATING AND METAL FINISHING, LLC",,SAN ANTONIO,TX,78216,2103410772,weylan@cityplating.com,,2CMR246C,unknown,50,20,35.0,unknown,A
N82R254Y,"UNIVERSAL AERO ACCESSORIES, LLC",,SAN ANTONIO,TX,78216,2109799536,satrepairs@universal-aero.com,,N82R254Y,unknown,50,20,35.0,unknown,A
