entity_id,legal_name,dba_name,city,state,zip,phone,email,website,cert_no,shop_size_class,website_fit_score,erp_fit_score,cross_sell_score,corridor_ebis_likelihood,outreach_tier
OL2R061L,MID CONTINENT INSTRUMENT CO INC,"MID-CONTINENT INSTRUMENTS
   AND AVIONICS",WICHITA,KS,67226,3166300101,ryand@mcico.com,,OL2R061L,unknown,50,20,35.0,unknown,A
YN8R621Y,YINGLING AIRCRAFT LLC,YINGLING AVIATION,WICHITA,KS,67209,3169433246,tsaggerson@yinglingaviation.com,,YN8R621Y,unknown,50,20,35.0,unknown,A
8LWR091D,"LAUNCH TECHNICAL WORKFORCE SOLUTIONS, LLC",,WICHITA,KS,67210,8139511832,davidcampbell@launchtws.com,,8LWR091D,unknown,50,20,35.0,unknown,A
B9DR216N,GOODRICH CORPORATION WHEEL AND BRAKE SERVICES,,WICHITA,KS,67209,3169434280,shawn.birmingham@collins.com,,B9DR216N,unknown,50,20,35.0,unknown,A
7IPR374C,IPECO INC,,WICHITA,KS,67209,3167227800,dboyce@ipecoinc.com,,7IPR374C,unknown,50,20,35.0,unknown,A
NT2R043L,WELLS AIRCRAFT INC,,HUTCHINSON,KS,67501,8884965545,leilerts@wellsac.com,,NT2R043L,unknown,50,20,35.0,unknown,A
7A0R297C,AERO-TECH SERVICES LLC,,WICHITA,KS,67101,3169428604,jedwards@aerotecheng.org,,7A0R297C,unknown,50,20,35.0,unknown,A
LL2R982K,KELLY MANUFACTURING COMPANY,,WICHITA,KS,67202,3162656868,rarmstrong@txi.com,,LL2R982K,unknown,50,20,35.0,unknown,A
Q5PR803Y,VECCO WICHITA INC,,WICHITA,KS,67213,3165732143,ken.arnold@vaero.us,,Q5PR803Y,unknown,50,20,35.0,unknown,A
B92R922N,AVCON INDUSTRIES INC,,NEWTON,KS,67114,3162842842,john@avconindustries.com,,B92R922N,unknown,50,20,35.0,unknown,A
7DJR439B,D-J ENGINEERING INC,,AUGUSTA,KS,67010,3167752774,rhernandez@djgrp.com,,7DJR439B,unknown,50,20,35.0,unknown,A
OJ2R059L,AERO SPACE CONTROLS CORP,,WICHITA,KS,67214,3162642875,skeith@aerospace-controls.com,,OJ2R059L,unknown,50,20,35.0,unknown,A
OO2R064L,"AMETEK ADVANCED INDUSTRIES INC, AMETEK AEROSPACE","AMETEK ADVANCED INDUSTRIES,
   INDUSTRIES, INC.",WICHITA,KS,67210,3165220424,kevin.mclaughlin@ametek.com,,OO2R064L,unknown,50,20,35.0,unknown,A
C64R675N,AIR CAPITOL DIAL INC,,WICHITA,KS,67203,3162642483,stevem@aircapitoldial.com,,C64R675N,unknown,50,20,35.0,unknown,A
MCZR365X,MID CONTINENT CONTROLS INC,,DERBY,KS,67037,3167890088,sstpeter@midcontinentcontrols.com,,MCZR365X,unknown,50,20,35.0,unknown,A
OTWR615K,O2 CORPORATION,,WICHITA,KS,67202,3166341240,tray@o2corporation.com,,OTWR615K,unknown,50,20,35.0,unknown,A
TM2R192L,ACCESSORIES INC OF WICHITA,,WICHITA,KS,67209,3169460701,wayne@accessories-inc.com,,TM2R192L,unknown,50,20,35.0,unknown,A
