entity_id,legal_name,dba_name,city,state,zip,phone,email,website,cert_no,shop_size_class,website_fit_score,erp_fit_score,cross_sell_score,corridor_ebis_likelihood,outreach_tier
UZYR394Y,SAFETECH USA INC,,ATLANTA,GA,30336,4046912550,chris.donelson@safetech-usa.com,,UZYR394Y,unknown,50,20,35.0,unknown,A
1AFR109B,"GLOBAL AERO MRO, LLC",,NORCROSS,GA,30092,7708490900,hkooyman@globalaviation.aero,,1AFR109B,unknown,50,20,35.0,unknown,A
YXPR750X,POLY-FIBER ENTERPRISES INC,ATLANTA AEROSPACE COMPOSITES,GRIFFIN,GA,30224,7704679490,jesse@atlantaaero.com,,YXPR750X,unknown,50,20,35.0,unknown,A
9UFR779C,UNIVERSAL FLIGHT SERVICES,,NORCROSS,GA,30071,7705133161,jonathan@aircraftspecialistsinc.com,,9UFR779C,unknown,50,20,35.0,unknown,A
ESMR688D,EPPS AIR SERVICE LLC,AERO CENTER EPPS ATLANTA,ATLANTA,GA,30341,7704589851,jsessions@aerocenters.com,,ESMR688D,unknown,50,20,35.0,unknown,A
U8MR589Y,"THE MAINTENANCE GROUP, LLC","ELLIOTT AVIATION OF
   OF ATLANTA, LLC",ATLANTA,GA,30341,7704549210,jwuertley@elliottaviation.com,,U8MR589Y,unknown,50,20,35.0,unknown,A
2RZR007C,RMZ AVIATION LLC,,CARTERSVILLE,GA,30120,6784809946,rmz@rmzaviation.com,,2RZR007C,unknown,50,20,35.0,unknown,A
1SAR999Y,SIGNATURE AEROSPACE INC,,MARIETTA,GA,30067,7705654297,sdgreenbaum@yahoo.com,,1SAR999Y,unknown,50,20,35.0,unknown,A
HB4R226M,ROCKWELL COLLINS INC,,ATLANTA,GA,30349,7709917843,eric.bradley@collins.com,,HB4R226M,unknown,50,20,35.0,unknown,A
20RR630D,SMART AIRPARTS PC,,ATLANTA,GA,30336,,,,20RR630D,unknown,40,10,25.0,unknown,C
