entity_id,legal_name,dba_name,city,state,zip,phone,email,website,cert_no,shop_size_class,website_fit_score,erp_fit_score,cross_sell_score,corridor_ebis_likelihood,outreach_tier
O7NR639Y,EURAVIA ENGINEERING AND SUPPLY CO. LTD,EURAVIA NORTH AMERICA,GLENDALE,AZ,85301,6239310010 EXT. 114,lindsay.stillwell@magellan.aero,,O7NR639Y,unknown,50,20,35.0,unknown,A
TPSR367E,TOP ACES CORP.,,MESA,AZ,85212,4806524325,mike.moore@topaces.us,,TPSR367E,unknown,50,20,35.0,unknown,A
6FPR577C,KP AVIATION MRO 1 LLC,AIRSIDE MRO,GILBERT,AZ,85233,7758521174,scott.nicholls@kpaviation.net,,6FPR577C,unknown,50,20,35.0,unknown,A
S2WR314J,SOUTHWEST TURBINE INC,,PHOENIX,AZ,85019,6022787442 EXT. 119,ccollins@southwestturbine.com,,S2WR314J,unknown,50,20,35.0,unknown,A
O3WR138O,PRAXIS RESOURCES INC,,GILBERT,AZ,85295,4805451646,,,O3WR138O,unknown,50,20,35.0,unknown,B
5EE8908B,ECOSERVICES LLC,,TEMPE,AZ,85282,,joseph.perino@ecopower.aero,,5EE8908B,unknown,50,20,35.0,unknown,B
AULR459E,"AREION UNMANNED AERIAL SYSTEMS, LLC",,GILBERT,AZ,85233,3105920107,travis.petet@areionuas.com,,AULR459E,unknown,50,20,35.0,unknown,A
X0FR185J,FALCON  AVIATION SERVICES INC,,CHANDLER,AZ,85286,4808320704,jhettling@falconaviationaz.com,,X0FR185J,unknown,50,20,35.0,unknown,A
MIFR622K,"METAL IMPROVEMENT CO, LLC",,PHOENIX,AZ,85009,6022782811,heidi.waggaman@cwst.com,,MIFR622K,unknown,50,20,35.0,unknown,A
A6HR326J,"ROMANESCHI, ROBERT W, AND DEVONNE K","ARIZONA HOT AIR
   AIR REPAIR, LLC",PEORIA,AZ,85383,6024697262,aerialmco@gmail.com,,A6HR326J,unknown,50,20,35.0,unknown,A
83RR535D,AEROSECURE LLC,,BUCKEYE,AZ,85326,6022848278,keysar@cox.net,,83RR535D,unknown,50,20,35.0,unknown,A
43ER642D,HOT AIR EXPEDITIONS INC,,PHOENIX,AZ,85024,4805026999,scott@hotairexpeditions.com,,43ER642D,unknown,50,20,35.0,unknown,A
T32R132Y,"SAN TAN AVIATION, L.L.C",,CHANDLER,AZ,85225,4806351088,myron.spurlock@santanavi.com,,T32R132Y,unknown,50,20,35.0,unknown,A
ET34487L,GOODRICH PHOENIX SERVICE CENTER,,PHOENIX,AZ,85040,6022432224,steve.ortiz@collins.com,,ET34487L,unknown,50,20,35.0,unknown,A
4S6R832D,SERVICE AERO SOLUTIONS LLC,,MARANA,AZ,85658,,monte@sasbsi.com,,4S6R832D,unknown,50,20,35.0,unknown,B
3LND460B,"FLIGHT TECH REPAIR OF ARIZONA, LLC",,PHOENIX,AZ,85307,8157776006,sanjay.hotair@gmail.com,,3LND460B,unknown,50,20,35.0,unknown,A
KS3R642L,CURTISS-WRIGHT CONTROLS INTEGRATED SENSING INC,,TEMPE,AZ,85283,4807586026,mtruesdell@curtisswright.com,,KS3R642L,unknown,50,20,35.0,unknown,A
J2YR078X,JANSENS AIRCRAFT SYSTEMS CONTROLS INC,,TEMPE,AZ,85282,6024384400,emerson@jasc-controls.com,,J2YR078X,unknown,50,20,35.0,unknown,A
V7JR502Y,VAN HORN REPAIR LLC,,TEMPE,AZ,85283,4804834202,charles.trubl@vanhornaviation.com,,V7JR502Y,unknown,50,20,35.0,unknown,A
78AR752B,AEROTEAMS,,TEMPE,AZ,85281,6232047666,toddw@aeroteams.com,,78AR752B,unknown,50,20,35.0,unknown,A
5TPR585C,"PRIME TURBINES, LLC",,MESA,AZ,85215,4806855966 EXT. 107,rmock@primeturbines.com,,5TPR585C,unknown,50,20,35.0,unknown,A
S6MR390X,SONIC AEROSPACE INC,,CHANDLER,AZ,85226,4807771789,,,S6MR390X,unknown,50,20,35.0,unknown,B
7GHR302B,G & H AEROSPACE INC,,SCOTTSDALE,AZ,85260,4809515800,doug@gh-aerospace.com,,7GHR302B,unknown,50,20,35.0,unknown,A
CTKR096K,CERTIFIED INSPECTION SERVICE INC,,PHOENIX,AZ,85034,6022670661,nancy <nhoward@cisincaz.com>,,CTKR096K,unknown,50,20,35.0,unknown,A
ZF7R728Y,AIRCRAFT ENGINE SPECIALISTS LLC,,CHANDLER,AZ,85286,4805160387,jamesw@aircraftenginespecialists.com,,ZF7R728Y,unknown,50,20,35.0,unknown,A
MKCR282C,ANMARK LLC D/B/A ANMARK,ANMARK,TEMPE,AZ,85288,4809683126,emack@anmark.com,,MKCR282C,unknown,50,20,35.0,unknown,A
ZR2R355L,OTTOSEN PROPELLER AND ACCESSORIES INC,,PHOENIX,AZ,85034,6022758514,rhenderson@ottosenprop.com,,ZR2R355L,unknown,50,20,35.0,unknown,A
R07R051X,ROMPEC AEROSPACE INC,,PHOENIX,AZ,85019,6022786344,mike@rompec.com,,R07R051X,unknown,50,20,35.0,unknown,A
VOZR168Y,ETI US ACQUISITION LLC.,ESSENTIAL TURBINES,MESA,AZ,85212,6022062358,ajohnson@essentialturbines.com,,VOZR168Y,unknown,50,20,35.0,unknown,A
34VR725D,EARP AVIATION REPAIRS LLC,TAE AEROSPACE INC.,CHANDLER,AZ,85225,6027371230,barnett@earpaviation.com,,34VR725D,unknown,50,20,35.0,unknown,A
HEFR202K,"H.E.R.O.S., LLC",NONE,CHANDLER,AZ,85226,4805369207,carlos@herosinc.com,,HEFR202K,unknown,50,20,35.0,unknown,A
IS3R590L,PERFORM AIR INTERNATIONAL INC,,GILBERT,AZ,85233,4806103500,steve.schmitz@performair.com,,IS3R590L,unknown,50,20,35.0,unknown,A
ZI3R025M,PARKER HANNIFIN CORP.,"GAS TURBINE FUEL
   FUEL SYSTEMS DIVISION",GLENDALE,AZ,85307,6238721800,stephanie.cioffi@parker.com,,ZI3R025M,unknown,50,20,35.0,unknown,A
EKGR571D,CUTTER AVIATION PHOENIX INC,CUTTER AVIATION,PHOENIX,AZ,85034,6022674081,dclifton@cutteraviation.com,,EKGR571D,unknown,50,20,35.0,corridor-verified,A
UMCR407K,AEROTEC INTERNATIONAL INC,,PHOENIX,AZ,85040,6022534540,ddavidson@aerotecinternational.com,,UMCR407K,unknown,50,20,35.0,unknown,A
ERKR675D,MARANA AEROSPACE SOLUTIONS INC,ASCENT AVIATION SERVICES,MARANA,AZ,85653,5206165157,tparrish@ascentmro.com,,ERKR675D,unknown,50,20,35.0,unknown,A
FQAR173S,BIRD ACQUISITION LLC.,"AEROGUARD FLIGHT TRAINING
   TRAINING CENTER",PHOENIX,AZ,85027,6235807911,eheyser@flyaeroguard.com,,FQAR173S,unknown,50,20,35.0,unknown,A
3R6R638D,"V1MRO SOLUTIONS , LLC",,MESA,AZ,85212,9093787021 EXT. 340,esantana@v1mro.com,,3R6R638D,unknown,50,20,35.0,unknown,A
7SPR147B,SPECTRUM AEROSPACE INC,SPECTRUM AEROSPACE,TEMPE,AZ,85284,4809660077,greg@spectrum-aero.com,,7SPR147B,unknown,50,20,35.0,unknown,A
XXZR035Y,"SKYQUEST AVIATION, LLC",,GLENDALE,AZ,85307,6238667399,harrys@sqavn.com,,XXZR035Y,unknown,50,20,35.0,unknown,A
2A6D933B,AIR METHODS LLC,UNITED ROTORCRAFT,MESA,AZ,85212,4124662500,jeremy.bryck@airmethods.com,,2A6D933B,unknown,50,20,35.0,unknown,A
TFPR634K,PAS TECHNOLOGIES INC,,PHOENIX,AZ,85009,6027442677,christopher_nida@standardaero.com,,TFPR634K,unknown,50,20,35.0,unknown,A
P38R505Y,"PHOENIX AIR REPAIR, INC",,TEMPE,AZ,85288,4807307905,phogan@phxair.net,,P38R505Y,unknown,50,20,35.0,unknown,A
4V1R479D,VIASAT INC,,TEMPE,AZ,85284,6198574500,sam.habash@viasat.com,,4V1R479D,unknown,50,20,35.0,unknown,A
7XNR603D,JET AVENUE INC,,SCOTTSDALE,AZ,85260,,jorge@jetavenue.net,,7XNR603D,unknown,50,20,35.0,unknown,B
WIWR604K,WESTWIND SCHOOL OF AERONAUTICS PHOENIX LLC,UNITED AVIATE ACADEMY,GOODYEAR,AZ,85338,6024574999,chris.owens@aviateacademy.com,,WIWR604K,unknown,50,20,35.0,unknown,A
A5MR151J,AERO DESIGN AND MANUFACTURING INC,NONE,PHOENIX,AZ,85040,3603481325,richard.miller@kineticengines.com,,A5MR151J,unknown,50,20,35.0,unknown,A
I6AR839J,AMSAFE INC,AMSAFE AVIATION,PHOENIX,AZ,85043,6028502715,jriley@amsafe.com,,I6AR839J,unknown,50,20,35.0,unknown,A
XBI2995K,BARFIELD INC,,TEMPE,AZ,85281,4804772000,kenny.coquillard@barfieldinc.com,,XBI2995K,unknown,50,20,35.0,unknown,A
8IRR784C,IRWIN INTERNATIONAL INC,AERO PERFORMANCE,CHANDLER,AZ,85286,4809636936,davidjohnson@aeroperformance.com,,8IRR784C,unknown,50,20,35.0,unknown,A
7OVR008C,"AEROREPAIR SOUTH, LLC",,PHOENIX,AZ,85007,6022759900,mabdalla@aero3inc.com,,7OVR008C,unknown,50,20,35.0,unknown,A
7VAR625B,VISION AIR SERVICES LLC,,MESA,AZ,85212,4809705014,mark@vas-llc.com,,7VAR625B,unknown,50,20,35.0,unknown,A
4GNR229D,"GLENDALE BLACKHAWK MAINTENANCE, LLC",,GLENDALE,AZ,85307,6238773333,john.fisher@blackhawk.aero,,4GNR229D,unknown,50,20,35.0,unknown,A
Z6AR209Y,"AIR TRANSPORT COMPONENTS, L.L.C",AIR TRANSPORT COMPONENTS,GILBERT,AZ,85233,4808311268 EXT. 226,bgeorge@atcphx.com,,Z6AR209Y,unknown,50,20,35.0,unknown,A
7GPR759D,GKN AEROSPACE PHOENIX,,PHOENIX,AZ,85034,6826514461,patrick.stgermain@usa.gknaerospace.com,,7GPR759D,unknown,50,20,35.0,unknown,A
3GQR759B,"UNICAL 145 , LLC",UNICAL ARIZONA 145,GLENDALE,AZ,85340,6263733640,pberwick@unical145.com,,3GQR759B,unknown,50,20,35.0,unknown,A
OHRR712K,OHLINGER INDUSTRIES INC,,PHOENIX,AZ,85027,6022850911,dawnw@ohlingerind.com,,OHRR712K,unknown,50,20,35.0,unknown,A
A1NR664E,PINNACLE AVIATION MAINTENANCE,,MESA,AZ,85215,7864494695,ctp@pinnacleaviation.com,,A1NR664E,unknown,50,20,35.0,unknown,A
XR7R127Y,"CASTLE AERONAUTICS, LLC",,GLENDALE,AZ,85308,6232035525,rebeccamock@castleaeronautics.com,,XR7R127Y,unknown,50,20,35.0,unknown,A
KN6R671N,ACME AEROSPACE INC,,TEMPE,AZ,85282,4808946864,rfuente@acme-aero.com,,KN6R671N,unknown,50,20,35.0,unknown,A
Z7NR423Y,"AVIONICS OF CENTRAL ARIZONA, LLC.",,MESA,AZ,85215,4803968242,daveaschaefer@msn.com,,Z7NR423Y,unknown,50,20,35.0,unknown,A
GPCR395E,GULFSTREAM PRODUCT SUPPORT CORPORATION,,MESA,AZ,85212,4808066700,richard.mondoux@gulfstream.com,,GPCR395E,unknown,50,20,35.0,unknown,A
OARR954D,SETNIX LLC,SETNIX LLC,TEMPE,AZ,85282,4808019681,robert@setnaio.com,,OARR954D,unknown,50,20,35.0,unknown,A
ZT3R036M,TURBINEAERO ENGINES TECHNICS INC,,TEMPE,AZ,85282,,rocky.eller@turbineaero.com,,ZT3R036M,unknown,50,20,35.0,unknown,B
AI0R143N,AIR GEAR INDUSTRIES INTERNATIONAL INC,AIR GEAR INTERNATIONAL,PHOENIX,AZ,85034,6022757996,tw@airgear-int.com,,AI0R143N,unknown,50,20,35.0,unknown,A
8F0R677D,FOX AVIATION SERVICES LLC,,GLENDALE,AZ,85307,6028599411,steve@flyglendale.com,,8F0R677D,unknown,50,20,35.0,unknown,A
A1LR190N,ABLE AEROSPACE SERVICES INC,"AAS
DBA ABLE",MESA,AZ,85212,6023041227,daniel.ramirez@ableaerospace.com,,A1LR190N,unknown,50,20,35.0,unknown,A
A70R177N,AIRFOIL TECHNOLOGY INC,,GILBERT,AZ,85233,4804970864,ztairfoil@airfoiltechnology.com,,A70R177N,unknown,50,20,35.0,unknown,A
P70R625Y,AVIOCRAFT,,CHANDLER,AZ,85286,,,,P70R625Y,unknown,40,10,25.0,unknown,C
B4VR470K,CAE OXFORD AVIATION ACADEMY PHOENIX INC,"CAE OXFORD AVIATION
   AVIATION ACADEMY PHOENIX",MESA,AZ,85215,,,,B4VR470K,unknown,40,10,25.0,unknown,C
