100-381002-2,FUEL CELL,10,,
100-381002-5,FUEL CELL,10,,
100-381002-6,FUEL CELL,10,,
50-389029-7,FUEL CELL,10,,
50-389034-12,FUEL CELL,10,,
50-921552-11,FUEL CELL,10,,
50-921552-12,FUEL CELL,10,,
50-921552-8,FUEL CELL,10,,
50-921554-11,FUEL CELL,3.5,,
90-920020-4,FUEL CELL,10,,
99-380000-21,FUEL CELL,12,,
99-380000-7,FUEL CELL,12,,
100-381000-5,FUEL CELL ASSY  INBD WING LEADING EDGE,10,,
100-381000-6,FUEL CELL ASSY  INBD WING LEADING EDGE,10,,
002-920013-1,FUEL CELL ASSY - WING L E  OUTBD,10,,
50-920101-109,FUEL CELL B.D.,16,,
50-920101-110,FUEL CELL INSTL B.D.,10,,
101-381001-1,FUEL CELL LH,10,,
101-381001-2,FUEL CELL RH,10,,
3015525,FUEL CONTROL,3,,
3015526,FUEL CONTROL,3,,
3049652-01,FUEL CONTROL-2 ENG,5,,
100-0140-01,FUEL DRAIN VALVE,2,,
79C30,FUEL DRAIN VALVE,2,,
217384-1,FUEL FILTER ASSEMBLY,2.5,,
109-389000-1,FUEL FILTER BOWL ASSEMBLY,2,,
3036641,FUEL FLOW DIVIDER & DUMP VALVE ASSY,3,,
90-380009-5,FUEL FLOW INDICATOR,1,,
90-380009-7,FUEL FLOW TRANSMITTER *RA,1.5,,
100-384073-1,FUEL INDICATOR,5.5,,
114-389040-21,FUEL LEVEL SENSOR,1.5,,
3034677,FUEL LINE,1,,
100-389018-23,FUEL PRESSURE SWITCH,2,,
3031709,FUEL PUMP,5.5,,
3034795,FUEL PUMP,6,,
50-380177-5,FUEL PUMP  *RA,4,,
100-380006-179,FUEL QTY PROBE,5,,
100-380006-185,FUEL QTY PROBE,5,,
117-384019-3,FUEL QUANTITY INDICATOR,8,,
100-380006-173,FUEL QUANTITY PROBE,5,,
100-380006-175,FUEL QUANTITY PROBE,5,,
100-380006-177,FUEL QUANTITY PROBE,5,,
100-380006-183,FUEL QUANTITY PROBE,5,,
100-380006-187,FUEL QUANTITY PROBE,5,,
109-389002-9,FUEL SHUTOFF VALVE*RA,3,,
50-389094-5,FUEL TRANSFER PUMP,4,,
MDA15,FUSE,0.8,,
109-910029-613,FWD WELDED ASSEMBLY -DUCT,20,,
101-384150-7,GAGE FUEL,4.5,,
3028832,GASKET,1.5,,
3029566,GASKET,0.3,,
50-921587-7,GASKET,1,,
MCOF69030-49,GASKET,5,,
MS9371-16,GASKET  METAL O-RING,2,,
38-0250154-00,GASKET BEACON,1,,
50-921582-1,GASKET FUEL CELL,2,,
50-921587-3,GASKET-FUEL CELL-CENTER SECTION,1,,
50-380105-1,GAUGE,2,,
100-524074-1,GEAR BOX ASSEMBLY,3,,
90-820027-1,GEAR SET,2.5,,
51538-001A,GENERATOR CONTROL UNIT,3,,
000-170031-1,GLARE SHIELD - WING TIP,2,,
000-170031-2,GLARE SHIELD-WING TIP,2,,
000-170000-24,GLARESHIELD,2,,
100-530506-617,GLARESHIELD & HARNESS ASSEM,3,,
3035932,GOVERNOR,3,,
50-389077-15,GOVERNOR,2,,
8210-002,GOVERNOR,2,,
8210-025,GOVERNOR,8,,
071-01553-0200,GPS ANTENNA,2,,
CI 401-220,GPS ANTENNA,6,,
1202-006,GRAPHIC ORDINANCE SIGN ASSEMBLY,1,,
50-810210-1,GR-LDG GR RETRACT       SPUR,1,,
MS25224-1,GUARD,0.5,,
501-1296-04,GYRO,2,,
1U149-001-6,GYRO HORIZON,4.5,,
101-550323-3,HALVES ASSEMBLY - PLENUM ASSEM,12,,
101-388007-3,HAND PUMP,4,,
101-384146-1,HANDLE ASSEMBLY,1,,
101-531407-1,HANDLE ASSEMBLY,1,,
101-400016-1,HANDLE ASSEMBLY - FUSELAGE LOCK SET,1,,
3031417CL25,HARNESS,2,,
3031417CL30,HARNESS,2,,
3031417CL35,HARNESS,2.5,,
100-380006-127,HARNESS ASSEMBLY FUEL GAGING SYSTEM,5,,
267900-002,HEADSET,1,,
308100-0020,HEADSET - BOSE  MODEL AHX-32-01,0.5,,
31963,HEADSET ASSY  BATT  STR  G/A PLUGS  EL,0.5,,
EE-366L,HEATED FUEL VENT MAST,1,,
EE-366R,HEATED FUEL VENT MAST,1,,
112633-1,HEATED VENT,1,,
50-384180,HEATER ELEMENT ASSEMBLY,5,,
LJ055000,HIGH CORRISION/HIGH HUMIDITY INSPECTION,1,,
109-910107-3,HINGE,5,,
101-620011-1,HINGE ASSEM - HORIZ SS98.197,2,,
101-420122-36 ARCT,HINGE ASSEMBLY - ARCTIC BEIGE,2,,
109-910107-1,HINGE ASSEMBLY-DOOR ACCESS,5,,
50-430043-547,HINGE HALF-DOOR ASSEMBLY MAIN ACCESS,5,,
50-420013-71097,HINGE SUPPORT  UNDRILLED,2,,
50-130021,HINGE-BRKT ASSEM AIL    MIDDLE,1.5,,
50-810129-22,HINGE-DOOR ASSEM-MAIN   LDG GR,5,,
50-980000-5,HINGE-NACELLE ASSEMBLY,1,,
MCOC28926-19,HOLDER ASSEMBLY  WITHOUT BULB,1,,
MCOC28926-619,HOLDER ASSEMBLY  WITHOUT BULB,3,,
A6747-4,HOOD,0.1,,
1U367-207-8,HORIZON GYRO INDICATOR,1,,
SC628P,HORN,3,,
169-380021-11,HORN  HIGH PITCH,1,,
101-384169-1,HORN & VALVE - RELIEF,0.5,,
50-524406-1,HORN ASSEMBLY - ELEVATOR CONTROL,4,,
50-524406-3,HORN-ELEV CONT,4,,
109-389009-1,HOSE,1,,
150-00038-0000,HOSE,1,,
90-910100-15,HOSE - FLEX HOSE ASSEM - ENGINE,1,,
124J002-12CR-0414,HOSE ASSEMBLY,1,,
300-0855-1,HOSE ASSEMBLY,8,,
330996F10-0350,HOSE ASSEMBLY,1,,
330996F4-0180,HOSE ASSEMBLY,1,,
330996F8-0130,HOSE ASSEMBLY,0.8,,
330997F4-0223,HOSE ASSEMBLY,0.8,,
MS28741-4-0185,HOSE ASSEMBLY,1,,
330995F10-0204,HOSE ASSEMBLY-FUEL SYSTEM,1,,
MS28741-4-0212,HOSE ASSEM-PILOT BRAKES,1,,
101-380050-3,HOSE ASSY,1,,
101-388016-13,HOSE ASSY,1,,
353-100-5026,HOSE ASSY,1,,
109-910049-33,HOT LIP ASSEM           INLET AIR,30,,
200-1016-1,HOT TANK,0.5,,
200-1016-13,HOT TANK ASSEMBLY,1,,
200-1016-19,HOT TANK ASSEMBLY,1,,
101-384092-1,HOUR CLOCK,1,,
266-45-1,HOUSING,4,,
50-300010-95,HOUSING 266-45OPT2,2,,
50-524161-609,HOUSING ASSEMBLY,10,,
50-524161-610,HOUSING ASSEMBLY,10,,
50-524161-611,HOUSING ASSEMBLY,10,,
50-554267-601,HOUSING ASSEMBLY - EVAPORATOR,0.01,,
50-300010-113,HUB CAP,0.5,,
101-5172-2,HUMPSEAL INSTL-R/H WINDSHIELD KIT,10,,
99-388002-11,HYD PWR PACK*CSSTX,8,,
90-388000-1,HYDRAULIC LANDING GEAR ACTUATOR ASSY,10,,
UL32-040-SP1,HYDRO LOCK,2.5,,
260-1004-13,ICE CHEST,0.5,,
260-1014-35,ICE CHEST,0.5,,
AD964-2,ICE PROTECTOR,1,,
50-820113-7,IDLER ASSY - NOSE       STEERING LINK,0.01,,
3032168,IGNITION EXCITER,1,,
3035889,IGNITION EXCITER,2,,
CH34055,IGNITION PLUG,0.5,,
90-5041-1 S,IMPROVED VENT BLOW      (COMM KIT),3,,
50-521222-4,INBD FLAP ACTUATOR,3,,
AP01-251411-3R,INBOARD PANE ROTATING,3.5,,
101-389022-1,IND PROP AMPS,1,,
100-384117-9,INDICATOR,1,,
101-384107-1,INDICATOR - AC VOLT  FREQUENCY,1,,
101720-11564,INDICATOR  ALTIMETER,2,,
90-380036-7,INDICATOR - ENGINE OIL TEMP & PRESSURE,1.5,,
90-380034-7,INDICATOR - ENGINE TORQUE,1,,
101-384151-5,INDICATOR - FUEL,10,,
90-380037-1,INDICATOR - FUEL FLOW,1.5,,
90-380036-3,INDICATOR - OIL TEMP & PRESS,1.5,,
90-380036-5,INDICATOR - OIL TEMP & PRESS,1.5,,
130-380044-11,INDICATOR - TURBINE RPM,1,,
130-380041-7,INDICATOR ITT,1,,
90-380033-5,INDICATOR ITT,2,,
90-384026-15,INDICATOR ITT,1,,
90-380035-9,INDICATOR PROP RPM,1.5,,
130-380044-21,INDICATOR TURBINE RPM,1,,
130-380044-9,INDICATOR TURBINE RPM,1,,
90-380033-3,INDICATOR-ITT,2,,
90-380035-3,INDICATOR-PROP RPM,1.5,,
90-380035-5,INDICATOR-PROP TACH,1.5,,
90-380033-7,INDICATOR-TEMP TURBINE INTERIOR,2,,
90-380034-3,INDICATOR-TORQUE,1,,
90-380034-5,INDICATOR-TORQUE,1,,
130-380044-7,INDICATOR-TURBINE RPM,1,,
50-300010-15,INSULATOR  115B101,0.5,,
50-300010-29,INSULATOR PISTON,1.3,,
LJ055021,INTERIM INSPECTION,8,,
127-384019-3,INVERTER,2,,
PC-125,INVERTER,2,,
20139,INVERTER 600VA,4,,
SPC30A,INVERTER W/RC-15 RAIN COVER,1,,
90-384026-25,ITT INDICATOR,1,,
90-384026-3,ITT INDICATOR,1,,
071-01599-0100,KA 815 TAS DIRECTIONAL ANTENNA,8,,
071-4037-01,KA33 FAN ASSEMBLY,2,,
LJ052010,KA90 LH 400HR FUEL NOZZLE FLOW CHECK,10,,
LJ052011,KA90 RH 400HR FUEL NOZZLE FLOW CHECK,10,,
LJ052148,KAC90  DETAILED AILERON INSPECTION,8,,
LJ052146,KAC90  LEAD ACID BATTERY CHARGE,2,,
LJ052147,KAC90  LEAD ACID BATTERY EMER CAPAC TEST,2,,
LJ052034,KAC90  PHASE 3 + 4 INSPECTION COMBINED,88,,
LJ052145,KAC90  WING STRUCTURE INSPECTION,40,,
LJ052124,KAC90 AIR-COND COMP DR BELT TENSION CK,1,,
LJ052150,KAC90 CABIN ALT WARNING SYS TEST&INSPEC.,2,,
LJ052133,KAC90 CABIN FIRE EXTINGUISHER INSPECTION,1,,
LJ052142,KAC90 COCKPIT VOICE REC ULB FUNC TEST,2,,
LJ052123,KAC90 EDGE-LIGHTED PANEL ASSEM INSPECTIO,8,,
LJ052134,KAC90 ENG FIRE EXTNG. HYDROSTATIC TEST,8,,
LJ052143,KAC90 ENG MOUNT VIBRAT ISOLATORS INSPEC.,4,,
LJ052137,KAC90 FIRE EXING SQUIB CARTRIDGE REPLACE,4,,
LJ052138,KAC90 FLIGHT CNTRL PULLEYS&BRKTS INSPEC,40,,
LJ052144,KAC90 FUSELAGE STRUCTURAL INSPECTION,100,,
LJ052101,KAC90 LH ENGINE HOT SECTION INSPECTION,40,,
LJ052102,KAC90 LH ENGINE REPLACE OIL FILTER,1,,
LJ052110,KAC90 LH FLAP FLEXIBLE SHAFT INSPECTION,6,,
LJ052108,KAC90 LH MAIN GEAR ACTUATOR CLEV HOLE IN,1,,
LJ052107,KAC90 LH MAIN GEAR AXLE&TORQUE KNEES INS,5,,
LJ052106,KAC90 LH MAIN GEAR DRAG BRACE ASS INSPEC,10,,
LJ052105,KAC90 LH MAIN GEAR SHOCK ASSEM INSPECTIO,30,,
LJ052109,KAC90 LH MAIN LANDING GEAR WHEEL INSPEC.,2,,
LJ052104,KAC90 LH NACELLE FUEL CELL&PROBE INSPEC.,2,,
LJ052103,KAC90 LH STARTER-GEN QAD FLANGE INSPEC.,1,,
LJ052111,KAC90 LH WING PANEL UPR&LWR SPAR CAP INS,2,,
LJ052136,KAC90 LNDING GEAR SYS HYDRAUL FLTR REPLA,3,,
LJ052128,KAC90 NOSE GEAR ACTUATOR CLEVIS HOLE INS,1,,
LJ052127,KAC90 NOSE GEAR AX ASS&TORQUE LINKS INSP,5,,
LJ052126,KAC90 NOSE GEAR DRAG BRACE ASSEM INSPEC.,10,,
LJ052125,KAC90 NOSE GEAR SHOCK ABSORBER ASS INSP,30,,
LJ052129,KAC90 NOSE LANDING GEAR WHEEL INSPEC.,3,,
LJ052140,KAC90 OX CL DOT3AA1800 HYDR TST9STND TES,4,,
LJ052139,KAC90 OXY CYL DOT3AA 1800HYDRO TEST(COMP,4,,
LJ052141,KAC90 OXY CYL DOT3HT 1850 HYDROSTAT TEST,4,,
LJ052131,KAC90 PEDESTAL PWR LEVER STOP PIN INSPEC,2,,
LJ052012,KAC90 PHASE I + 2 INSPECTION COMBINED,88,,
LJ052132,KAC90 PILOT'S COMPART. FIRE EXTNG. INSP.,1,,
LJ052113,KAC90 RH EINGINE REPLACE OIL FILTER,1,,
LJ052112,KAC90 RH ENGINE HOT SECTION INSPECTION,40,,
LJ052121,KAC90 RH FLAP FLEXIBLE SHAFT INSPECTION,6,,
LJ052119,KAC90 RH MAIN GEAR ACTUATOR CLEV HOLE IN,1,,
LJ052118,KAC90 RH MAIN GEAR AXLE&TORQUE KNEES INS,5,,
LJ052117,KAC90 RH MAIN GEAR DRAG BRACE ASS INSPEC,10,,
LJ052116,KAC90 RH MAIN GEAR SHOCK ASSEM INSPECTIO,30,,
LJ052120,KAC90 RH MAIN LANDING GEAR WHEEL INSPEC.,2,,
LJ052115,KAC90 RH NACELLE FUEL CELL&PROBE INSPEC,2,,
LJ052114,KAC90 RH STARTER-GEN QAD FLANGE INSPEC,0.7,,
LJ052122,KAC90 RH WING PANEL UPR&LWR SPAR CAP INS,2,,
LJ052149,KAC90 STANDBY PWR SUPPLY BATTRY LOAD TES,2,,
LJ052135,KAC90 WING ATTACHMENT BOLT INSPECTION,40,,
066-3062-00,KEA346,1,,
115-8001-10,KEY TORQUE,0.4,,
LJ652008,KING AIR ANNUAL RH & LH WING BOLT LUBE,1,,
LJ055020,KING AIR C90  COMPLETE INSPECTION,115,,
LJ052008,KING AIR C90 1200 HOUR LUBRICATION,16,,
LJ052005,KING AIR C90 200 HOUR LUBRICATION,4,,
LJ052006,KING AIR C90 400 HOUR LUBRICATION,3,,
LJ052007,KING AIR C90 800 HOUR LUBRICATION,6,,
LJ052002,KING AIR C90 PHASE 2 INSPECTION,64,,
LJ052003,KING AIR C90 PHASE 3 INSPECTION,64,,
LJ052004,KING AIR C90 PHASE 4 INSPECTION,64,,
LJ052001,KING AIR C90B PHASE I INSPECTION,64,,
130-1010-902,KING AIR TABLE KIT,0.01,,
PT6A-100HRBEECH KT,KIT - 100HR INSP PTS BEECH KIT,20,,
117-9000-5,KIT - AIR COND COMPRESSOR INSTALLATION,8,,
101-8027-5 P,KIT - ALUM NOSE WHEEL INSTL,2,,
130-9701-0001,KIT - B300/B300C - DEICE TUBING,1,,
101-5137-1 S,KIT - CLOCK INSTL CONTROL WHEEL,1,,
101-3111-1 S,KIT - FUEL QTY INDICATOR INSTL,6,,
101-5051-1 S,KIT - FUEL QUANTITY PROBE INSTALLATION,5,,
101-3292-0001,KIT - HOURMETER FLIGHT - SPARES,1,,
90-3107-1 P,KIT - ICE VANE ACTUATOR INSTL,3.5,,
90-3111-1 S,KIT - INDICATOR LIGHT INSTL-LDG GEAR,2,,
100-5015-1 S,KIT - INFO POLARIZED WINDOW INSTALLATION,3,,
90-5328-0001,KIT - MAGAZINE RACK REPLACEMENTS,0.5,,
90-9079-1 S,KIT - OIL VENT EXHAUST INSTL (PT6A),40,,
109-4011-1,KIT - RIGHT AILERON SUB SPAR,5,,
101-4050-3,KIT - SPAR BUSHING INSTL,0.01,,
100-9014-1 S,KIT - SPARK IGNITION INSTALLATION,1,,
90-8015-0001,KIT - SUPPORT ASSY ACTUATOR BEARING  MLG,40,,
109-9000-5,KIT - TANK INSTL FUEL PURGE,1,,
90-3100-1 P,KIT - WINDSHIELD & WINDOW DEICE INSTL,14,,
90-3100-3 P,KIT - WINDSHIELD & WINDOW DEICE INSTL,24,,
1520611,KIT SOLENOID,2,,
90-3105-1 S,KIT-FLASHING BEACON UPPER,2.5,,
90-5126-0001,KIT-REGULATOR  PNEUMATIC PRESSURE,2,,
90-5082-3,KIT-SPARE COMPRESSOR INSTL A/C,15,,
100-5018-5,KIT-SPARE COMPRESSOR INSTL A/C R12,12,,
100-5018-1,KIT-SPARE COMPRESSOR INSTL A/C R134,7.5,,
130-5501-0001,KIT-SYSTEM REACTIVATION ELECTRIC HEAT,32,,
066-01175-2101,KMH820 MULTI-HAZARD AWARENESS PROCESSOR,1,,
36-810016-1,KNEE ASSEMBLY - M G,0.5,,
50-810032-12,KNEE ASSEMBLY - MAIN GEAR,1,,
101-531442-1,KNOB ASSEMBLY - CABIN CHAIR,1,,
50-524506,KNOB-GOVERNOR CONTROL,0.5,,
1683,LAMP,0.5,,
34-0428070-64,LAMP,1.5,,
4587,LAMP,0.75,,
4596,LAMP,0.5,,
A7512-24,LAMP,0.5,,
MS25309-7512,LAMP,1,,
1864,LAMP  T-3-1/4,0.3,,
LP1982SP,LAMP 2000HR DN25-3,0.5,,
101-380084-1,LAMP ASSY,1,,
1495,LAMP BULB,0.5,,
31-4557-1,LAMP HOLDER ASSEM,2,,
PW2013,LAMP HOLDER POWER SUPPLY ASSY,1,,
A4503M9-5,LANDING GEAR CONTROL,2,,
452-16-12,LANYARD 12 L 99321,0.5,,
452-16-6,LANYARD FU-CAP6 LG,1,,
A23062-3,LATCH,2,,
H296K1135,LATCH ASSEM,1.5,,
50-554275-17,LATCH ASSEMBLY,2,,
50-554275-19,LATCH ASSEMBLY,2,,
50-554275-607,LATCH ASSEMBLY - EVAPORATOR DOOR,6,,
50-554275-9,LATCH ASSEMBLY EVAPOR DOOR,2,,
AT4220A6,LCD CLOCK,1,,
G-6381ES,LEAD ACID BATTERY*RA,1,,
132-380040-3,LEAD/ACID BATTERY**RA-N,2,,
070-225,LEATHER  HIDE - COLDSTREAM,0.01,,
070-320,LEATHER - OYSTER,0.01,,
070-265,LEATHER - PECAN,0.01,,
101-525278-601,LEATHER COVERED CONTROL WHEEL,2,,
31-4414-3,LENS,2,,
68-4250258-58,LENS  RED,1,,
31-3912-1,LENS ASSY,2,,
A7942-1,LENS CLEAR & PLUG,0.3,,
50-440066-55,LENS CONE INSTALLATION,1,,
000-170001-14,LENS COVER  OUTBOARD WING TIP ASSY,1,,
68-4250257-52,LENS RED UPPER,1,,
114-170021-1,LENS-WING TIP,3,,
114-170021-2,LENS-WING TIP,3,,
101-524181-9,LEVER ASSEMBLY THROTTLE,4,,
101-524181-1,LEVER ASSEMBLY-THROTTLE,4,,
50-524567-3,LEVER ASSEM-THROTTLE,6,,
LJ652009,LH/RH WING BOLT RETORQUE AFTER INITIAL,2,,
101-580298-603,LID  HYDRAULIC RESERVOIR,0.5,,
101-380005-39,LIFT COMPUTER,2,,
101-380005-9,LIFT TRANSDUCER,3,,
3701-2,LIFT TRANSDUCER,2,,
795-13,LIFT TRANSDUCER,3,,
5100CW28B,LIGHT,2,,
A-8970-2-327,LIGHT,0.4,,
A-8970-B2-327,LIGHT,0.5,,
A8970B2-327,LIGHT,0.5,,
2565-1,LIGHT ASSEM (READING),1,,
101-360020-13,LIGHT ASSEM BEACON      LOWER,1,,
30-1298-7,LIGHT ASSEMBLY,2,,
30-1329-5,LIGHT ASSEMBLY,1,,
30-1329-6M,LIGHT ASSEMBLY,2,,
30-1329-1,LIGHT ASSEMBLY  NAVIGATIONAL,2,,
100-384118-24,LIGHT ASSY,2,,
90-380029-3,LIGHT ASSY,1,,
90-384039-3,LIGHT ASSY,3,,
90033-3,LIGHT ASSY,1.5,,
A-7079B-24,LIGHT BULB,0.3,,
A708-28,LIGHT BULB HALOGEN,1,,
90-364125-3,LIGHT PANEL ASSEMBLY-CB RH SIDE WALL,2,,
101-320284-5,LIGHT PANEL ASSEMBLY-LH INBD SUB-PANEL,1.5,,
58-380022-11,LIGHT TRAY ASSY 28V,1,,
ACH15,LIMITER,0.3,,
FIL40,LIMITER,0.3,,
101-530398-1,LINER - TOILET INSTL -  AFT COMPT,1,,
50-300010-121,LININ244B234*CSSTX,1.5,,
115-8001-7,LINING  VPN 342B24,0.5,,
50-300010-167,LINING#244-668,1,,
50-300010-123,LININGBUTTON342-23,1.5,,
50-820102-16,LINK ASSEMBLY,4,,
101-820014-1,LINK ASSEM-NOSE GR      STEERING IDLER,4,,
100-820022-9,LINK ASSEM-NOSE ST,1,,
99-388007-1,LIQUID LEVEL SENSOR,3,,
99-388007-3,LIQUID LEVEL SENSOR,3,,
1202-300,LITE TRAY N/S SIGN,1,,
LJ052152,LJ052152 1000hrAIR COND MOTOR BRUSH INSP,5,,
109-384001-1,LOAD INDICATOR,1,,
50-590122-39,LOCK ASSEM-CONTROL      SURFACES,1,,
99-384000-27,LOCK PLUG & KEYS ASSY (MASTER KEY #3),2,,
101-384258-43,LOCKSET HANDLE ASSEMBLY,1.5,,
622-2363-001,LOOP  SENSE ANTENNA (ANT60A),1,,
109-910104-3,LOWER SHROUD ASSEMBLY - STARTER GENERATO,4,,
12948G-01,M1 MIKE,0.5,,
213181,MAGNETIC PICKUP,2,,
501-1826-01,MAGNETOMETER (MAG-3000A),2,,
19004-10-01,MAGNETOMETER (ST19004-10-01),2.5,,
50-810304-652,MAIN GEAR,12,,
90-810039-2,MAIN L/G ASSY,3,,
170085,MANIFOLD (OXYGEN),8,,
101-970122-1,MANIFOLD ASSEMBLY PNEU BLEED AIR,1.5,,
90-380001-11,MASTER CYLINDER,3,,
90-380001-29,MASTER CYLINDER,1.5,,
90-380001-33,MASTER CYLINDER,1.5,,
90-380028-5,MAX ALLOWABLE AIRSPEED INDICATOR,1,,
90-380028-7,MAX ALLOWABLE AIRSPEED INDICATOR,2,,
602-3375,MICROPHONE,1,,
903-1341,MICROPHONE,2,,
3E2090-1,MODULAR BRUSH ASSY,2,,
LMD6008P,MODULE,2,,
101-364584-5,MODULE ASSEM BATTERY MONITOR,1,,
101-364326-9,MODULE ASSEM-ANNUN      CONTROL,1,,
101-364572-25,MODULE ASSEMBLY,1,,
101-364582-25,MODULE ASSEMBLY -  ADVISORY LIGHT TEST,1,,
101-364578-7,MODULE ASSEMBLY -  ANNUNCIATOR CONT,1,,
130-364125-7,MODULE ASSEMBLY - AMBIENT AIR &,1,,
130-364076-5,MODULE ASSEMBLY - ANNUNCIATOR,2,,
101-364578-11,MODULE ASSEMBLY - ANNUNCIATOR CONT,1,,
130-364125-9,MODULE ASSEMBLY AMBIENT AIR &,1,,
101-364668-5,MODULE ASSEMBLY-FUEL TRANSFER,1,,
130-364078-9,MODULE ASSY,5,,
130-364078-13,MODULE ASSY - EXTERNAL POWER MONITOR,1,,
101-364580-1,MODULE ASSY-ANNUNCIATOR FAULT DETECTION,1,,
101-364580-11,MODULE ASSY-ANNUNCIATOR FAULT DETECTION,3,,
101-364387-7,MOISTURE SHIELD FUEL CONTROL PANEL,1,,
100-384040-3,MOTOR,3,,
ES61136-2,MOTOR,2,,
A-6458,MOTOR  FLASHER UNITS & ROTATING LIGHTS,2,,
58-380090-0007,MOTOR - LANDING GEAR RETRACT,1.5,,
17200-382,MOTOR  PUMP,1,,
99-580094-13,MOTOR & POWER PACK      ASSEM *RA,12,,
115-380002-5,MOTOR /LANDING GEAR RETRACT/,4,,
100-524073-1,MOTOR AND GEARBOX ASSY-FLAP DRIVE,3,,
50-380124-3,MOTOR ASSEM,1,,
55-0069-1,MOTOR ASSEM,1.5,,
99-524025-7,MOTOR ASSEM,3,,
A7610,MOTOR ASSY  ROTATING LIGHT,1,,
101-384165-1,MOTOR ASSY-WINDSHIELD WIPER,8,,
99-524025-3,MOTOR FLAP,3,,
130-364078-3,MOUDLE ASSEM-           EXTERNAL PWR,3.5,,
50-389133-15,MOUNT (ENGINE),2,,
5725 KIT,MTR & PUMP ASY L/S,1,,
100-384125-3,NAV VERT STAB ANTENNA,2,,
101-410095-29,NOSE CONE ASSEMBLY,8,,
112-380022-17,NOSE GEAR ACTUATOR,6,,
50-820023-8,NOSE GEAR SPACER,3,,
101-820020-615,NOSE LANDING GEAR  WITH WHEEL AND TIRE,8,,
3013635,NOZZLE,1,,
27700-2,NOZZLE (3010036),1,,
3031971,NOZZLE-PACK SINGLE,1,,
101450-11952,NTER POINTER ENCODING ALTIM,4,,
MS21069L4,NUTPLATE  SELF-LOCKING  TWO LUG,0.01,,
MS29561-237,O RING,1,,
681201-1,OAT PROBE ASSEMBLY,1,,
101-384199-3,OAT PROCESSOR,2.5,,
100-389015-5,OIL COOLER,2,,
101-389028-1,OIL COOLER,2,,
101-389028-3,OIL COOLER,6,,
3033315,OIL FILTER,0.5,,
3034393WFC,OIL FILTER ELEMENT,0.5,,
3059258-01,OIL FILTER ELEMENT,0.5,,
101-389023-5,OIL PRESSURE TRANSDUCER,1,,
101-389023-7,OIL PRESSURE TRANSDUCER,1,,
100-384117-3,OIL TEMP & PRESSURE INDICATOR,1,,
37617-339,O-RING,0.2,,
NAS1595-4,O-RING,1,,
MS29512-04,O-RING  PREFORMED,1,,
50-521223-3,OUTBD FLAP ACTUATO,5,,
50-521223-4,OUTBD FLAP ACTUATO,4,,
103648-1,OUTFLOW/SAFETY VALVE,2,,
103648-5,OUTFLOW/SAFETY VALVE,2,,
122-384003-1,OUTSIDE AIR TEMP SENSOR,10,,
115-389014-5,OVERSPEED GOVERNOR,7,,
115-389014-7,OVERSPEED GOVERNOR,1,,
800438-14,OXYGEN CAPILLARY LINE ASSEMBLY,4,,
101-384200-5,OXYGEN CYLINDER ASSY 77 CU FT *RA,3.5,,
101-384033-1,OXYGEN CYLINDER-REGULATOR ASSY 22CUFT*RA,3,,
101-384033-5,OXYGEN CYL-REGULATOR ASSY 66CU FT *RA,3,,
99-384042-1,OXYGEN GAUGE,2,,
174424-24,OXYGEN MAS W/MIC,1,,
128-380067-25,OXYGEN MASK,1,,
128-380067-15,OXYGEN MASK ASSY,1,,
128-380067-19,OXYGEN MASK ASSY,1,,
174010-03,OXYGEN MASK*C SSTX,1,,
130-340097-1,P C BOARD ASSEMBLY AUDIO,1,,
109-361016-1,P C BOARD OVR VOLT SENSOR & ADVISOR,2,,
3010104,PACKING,1.5,,
AS3208-05,PACKING,0.01,,
MS9386-014,PACKING,0.01,,
AS3209-113,PACKING  PREFORMED,0.01,,
MS9385-09,PACKING-PREFORMED,0.01,,
MS9386-015,PACKING-PREFORMED,0.01,,
MS9386-126,PACKING-PREFORMED,0.01,,
101-530651-7,PAD,1,,
50-430040-55,PAD-STEP,2,,
MODEL 240,PAGING/STEREO AMPLIFIER,1,,
101-364958-0001,PANEL ASSEMBLY,1,,
90-029192-607,PANEL ASSEMBLY,2,,
90-364168-55,PANEL ASSEMBLY -  CKR BREAKER RH,4,,
90-384261-0001,PANEL ASSEMBLY - ELECTROLUMINESCENT,1,,
101-364112-603,PANEL ASSEMBLY - TRIM MOTOR  CONTROL,3,,
90-320166-13,PANEL ASSEMBLY EDGELI PANEL SUBPANEL L,1,,
132716-3,PANEL ASSEMBLY-EDGE LIGHTED RADIO CALL,1,,
101-384262-0001,PANEL ASSEMBLY-ELECTRO,1,,
101-384268-0001,PANEL ASSEMBLY-ELECTRO,1,,
130-384015-0003,PANEL ASSEMBLY-ELECTRO,1,,
100-364189-615,PANEL ASSEMBLY-START CONTROL AIR COND,1.5,,
101-364112-605,PANEL ASSEM-TRIM MOTOR  CONTROL,3,,
100-530168-67,PANEL ASSEM-WINDOW INNER,1,,
90-530227-65,PANEL ASSY.,1,,
130-384021-0001,PANEL ASSY-ELECTROLUMINESCENT CIRCUIT BR,1,,
109-320083-3,PANEL ASSY-UPR FUEL     CONT EDGELIGHTED,0.5,,
50-534552-205,PANEL-UPHOLSTERY INSTALLATION-MAIN ACCES,2.5,,
50-534552-207,PANEL-UPHOLSTERY INSTALLATION-MAIN ACCES,2,,
101-530884-1,PANE-WINDOW PANE INNER COCKPIT,1,,
